index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
2725,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/17/700100184930220912002.html,59.8万円,72.8万円,7.3万km,0,0,2023年6月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムディープロッソパール,836,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,4,4,無し
2726,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/12/700040236430220909002.html,268万円,280万円,200km,0,0,2025年1月,2022,660,4,4WD,ガソリン,3D,4AT,1,ピュアホワイトパール,665,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,1,5,5,無し
2727,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/17/965022091801000849007.html,69.9万円,78万円,8.1万km,0,1,2023年8月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,スマートブラック,523,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,4,4,無し
2728,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/19/965022063000840039003.html,189.9万円,202.5万円,8km,1,1,2025年6月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,0,デニムブルーメタリック,878,−,−,−,3395x1475x1680mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25km/リットル,30.4km/リットル,−,1,0,5,5,無し
2729,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/14/965022090101201218001.html,145.9万円,157.8万円,20km,1,1,2025年5月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,280,−,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,20.6km/リットル,28.6km/リットル,−,1,0,5,5,無し
2730,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/16/700070592930220911007.html,149.9万円,162万円,3.1万km,0,0,2024年4月,2019,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラックパールＩＩ,916,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
2731,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/19/965022082000804740004.html,199.7万円,209.8万円,70km,1,1,2025年2月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,0,ブルーイッシュブラックパール３,294,−,−,−,3395x1475x1680mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25km/リットル,30.4km/リットル,−,1,0,5,5,無し
2732,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/19/965022091800801930004.html,179.7万円,187.8万円,0.5万km,0,1,2023年12月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,0,デニムブルーメタリック,781,−,−,−,3395x1475x1680mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25km/リットル,30.4km/リットル,−,1,1,5,5,無し
2733,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/15/700062013430220930001.html,134.8万円,140.7万円,2.9万km,0,0,2023年6月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,プラチナホワイトパール,369,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,5,5,無し
2734,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/15/917022092300600188001.html,84.8万円,94.6万円,5.5万km,0,1,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムホワイトパール２,102,−,−,−,3395x1475x1780mm,950,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,25.2km/リットル,−,1,1,4,4,無し
2735,スズキ,スペーシアカスタム,https://www.goo-net.com/usedcar/spread/goo/17/965022072900203988003.html,159.8万円,168万円,3.8万km,0,1,2023年10月,2018,660,4,2WD,ハイブリッド,5D,インパネAT,0,ピュアホワイトパール,894,−,−,−,3395x1475x1785mm,890,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,28.2km/リットル,−,1,1,5,5,無し
2736,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/16/700070892830220309002.html,104.8万円,119.8万円,90km,1,1,2024年12月,2021,660,4,2WD,ガソリン,5D,CVT,0,シフォンアイボリーメタリック,124,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,25.2km/リットル,30.2km/リットル,−,1,0,5,5,無し
2737,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/917022100100505858003.html,99.8万円,107.6万円,3.0万km,0,1,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,カトラリーシルバーメタリック,383,−,−,−,3395x1475x1780mm,960,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.0km/リットル,24.5km/リットル,1,1,5,4,無し
2738,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/15/700020774330220712001.html,69万円,79.9万円,9.2万km,0,1,2023年9月,2015,660,4,2WD,ハイブリッド,5D,インパネAT,0,キャンディピンクメタリックＩＩ,858,−,−,−,3395x1475x1665mm,790,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,4,無し
2739,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/12/700040236430220424002.html,268万円,280万円,31km,1,0,2025年2月,2022,660,4,4WD,ガソリン,3D,4AT,1,ピュアホワイトパール,55,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,1,5,5,無し
2740,三菱,ｅＫカスタム,https://www.goo-net.com/usedcar/spread/goo/12/700040399930220926003.html,48万円,58.4万円,7.6万km,0,0,2024年6月,2013,660,4,2WD,ガソリン,5D,インパネAT,1,パープリッシュネイビーパール,989,−,−,−,3395x1475x1620mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,21.4km/リットル,−,1,1,4,4,無し
2741,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/16/700070798530220725003.html,39.9万円,52万円,3.7万km,0,0,2022年10月,2013,660,4,2WD,ガソリン,5D,CVT,0,シルキーシルバーメタリック,231,−,−,−,3395x1475x1640mm,780,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,28.8km/リットル,−,1,1,4,4,無し
2742,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/16/939021112000706585002.html,82.8万円,90.3万円,3.7万km,0,1,車検整備付,2014,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト３,537,−,−,−,3395x1475x1750mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,5,4,無し
2743,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/14/700115762430220529001.html,149.9万円,--万円,2.4万km,0,1,2024年1月,2019,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラックパールＩＩ,757,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,0,0,4,4,無し
2744,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/13/700050006930220812003.html,99.9万円,--万円,1.9万km,0,1,2023年7月,2017,660,4,4WD,ガソリン,5D,MTモード付きAT,0,スペリアホワイト,570,−,−,−,3395x1475x1895mm,910,パートタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6200rpm,16.9km/リットル,20.0km/リットル,−,0,0,4,4,無し
2745,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/19/965022091600804321003.html,99.9万円,107.7万円,5.3万km,0,0,2023年3月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムホワイト・パールＩＩ,774,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,4,4,無し
2746,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/11/965022091500900182004.html,140.3万円,147.9万円,5.1万km,0,1,2023年3月,2020,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,588,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
2747,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/17/965022021101000245001.html,179.9万円,190.1万円,2km,1,1,2025年1月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,261,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
2748,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/14/965022091701201218004.html,154.9万円,163.5万円,1.1万km,0,1,2024年8月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,0,オフブルーメタリック,325,−,−,−,3395x1475x1680mm,810,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25km/リットル,30.4km/リットル,−,1,1,5,4,無し
2749,トヨタ,ピクシスジョイ,https://www.goo-net.com/usedcar/spread/goo/19/965022091600801976004.html,122.8万円,130.7万円,2.5万km,0,1,2023年8月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイトＩＩＩ,386,−,−,−,3395x1475x1630mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,4,4,無し
2750,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/965022092000204285001.html,106.3万円,113.1万円,5.3万km,0,0,2023年4月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムホワイト・パール,514,−,−,−,3395x1475x1780mm,960,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,25.2km/リットル,−,1,1,5,4,無し
2751,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/15/939022082500601999001.html,118万円,125万円,4.1万km,0,0,2023年10月,2016,660,4,2WD,ガソリン,5D,CVT,1,パールホワイト３,922,−,−,−,3395x1475x1750mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,26.0km/リットル,−,1,1,4,4,無し
2752,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/14/965022083101201218001.html,129.9万円,140.2万円,6km,1,1,2025年2月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,91,−,−,−,3395x1475x1755mm,880,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,21.2km/リットル,27.2km/リットル,−,1,0,5,5,無し
2753,スズキ,スペーシアカスタム,https://www.goo-net.com/usedcar/spread/goo/12/700040399930220926005.html,53万円,63.4万円,7.8万km,0,0,2023年3月,2014,660,4,2WD,ガソリン,5D,CVT,1,ミステリアスバイオレットパール,875,−,−,−,3395x1475x1735mm,870,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,27.8km/リットル,−,1,1,4,4,有 軽度
2754,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/13/956022082300560809001.html,176万円,192万円,1.5万km,0,0,2023年3月,2018,660,4,2WD,ガソリン,5D,インパネAT,1,オフブルーメタリック／スチールシルバーメタリック,606,−,−,−,3395x1475x1665mm,820,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,27.8km/リットル,−,1,0,5,4,無し
2755,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/16/939022073000708182001.html,92.8万円,98.2万円,2.5万km,0,1,2023年3月,2014,660,4,2WD,ガソリン,5D,CVT,0,ブラックマイカＭ,215,−,−,−,3395x1475x1750mm,940,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,4,無し
2756,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/12/700040236430220909003.html,173万円,185万円,0.2万km,0,0,2024年9月,2021,660,4,2WD,ガソリン,5D,CVT,1,プラチナホワイトパール,703,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,20.2km/リットル,25.0km/リットル,−,1,1,5,5,有 中度
2757,スズキ,スペーシアギア,https://www.goo-net.com/usedcar/spread/goo/13/700056015130220625001.html,214.8万円,227.3万円,20km,1,1,2025年2月,2022,660,4,2WD,ハイブリッド,5D,CVT,0,ベージュＩＩ,560,−,−,−,3395x1475x1800mm,880,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,21.2km/リットル,28.2km/リットル,−,1,0,5,5,無し
2758,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/17/988022041701002763001.html,69.9万円,81.8万円,3.2万km,0,1,2023年4月,2012,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムホワイトＰ,248,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,0,0,5,4,無し
2759,マツダ,スクラムワゴン,https://www.goo-net.com/usedcar/spread/goo/11/700091017930220802001.html,185.9万円,--万円,1.8万km,0,1,2023年8月,2020,660,4,4WD,ガソリン,5D,インパネAT,1,パールホワイト,301,−,−,−,3395x1475x1910mm,1010,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,14.6km/リットル,−,0,0,5,5,無し
2760,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/13/700052016630220608001.html,29.8万円,39.8万円,6.4万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,インパネAT,0,ブルーイッシュブラックパール３,150,−,−,−,3395x1475x1675mm,840,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,1,4,4,無し
2761,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/13/939022092500504015001.html,168万円,175万円,0.8万km,0,0,2024年11月,2021,660,4,2WD,ガソリン,5D,CVT,1,レイクブルーＭ,925,−,−,−,3395x1475x1630mm,840,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,20.2km/リットル,25.4km/リットル,−,1,1,5,5,無し
2762,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/917022072600561065003.html,59.8万円,66.4万円,6.0万km,0,1,2023年3月,2012,660,4,2WD,ガソリン,5D,インパネAT,0,アラバスターシルバーメタリック,825,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,4,4,無し
2763,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/12/700040236430220902003.html,173万円,185万円,0.3万km,0,0,2024年8月,2022,660,4,2WD,ガソリン,5D,CVT,1,プラチナホワイトパール,159,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,20.2km/リットル,25.0km/リットル,−,1,1,5,5,有 軽度
2764,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/14/965022090901201218004.html,189.9万円,200.5万円,10km,1,1,2025年8月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,25,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
2765,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/17/965022090801000390006.html,129.9万円,137.8万円,1.6万km,0,0,2023年6月,2018,660,4,2WD,ハイブリッド,5D,CVT,0,オフブルーメタリック,544,−,−,−,3395x1475x1785mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.0km/リットル,−,1,1,5,5,無し
2766,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/19/965022082909800388004.html,49.9万円,57.5万円,1.8万km,0,1,2023年3月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムパープル（Ｐ）,158,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,23.2km/リットル,−,1,1,4,4,無し
2767,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/13/700012722430220310001.html,133.8万円,151.8万円,12km,0,1,新車未登録,2022,660,4,2WD,ハイブリッド,5D,CVT,0,オフブルー,635,−,−,−,3395x1475x1785mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.0km/リットル,−,1,0,5,5,無し
2768,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/917022092300600188010.html,113.8万円,123.2万円,2.3万km,0,1,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,スマートブラック,849,−,−,−,3395x1475x1780mm,960,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,25.2km/リットル,−,1,1,4,4,無し
2769,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/17/941022091300508388005.html,134.9万円,--万円,5km,1,1,2025年8月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,サンドベージュメタリック,672,−,340,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,20.5km/リットル,25.7km/リットル,−,1,0,5,5,無し
2770,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/14/965022091901200924001.html,144.9万円,152.4万円,3.1万km,0,0,2023年1月,2020,660,4,2WD,ガソリン,5D,インパネAT,0,プラチナホワイト・パール,195,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,5,3,無し
2771,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/13/700050816630220831001.html,39.8万円,49.8万円,7.5万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,インパネAT,1,ミステリアスバイオレットパール,208,−,−,−,3395x1475x1660mm,820,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.8km/リットル,−,1,1,3,4,無し
2772,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/17/700100184930220308004.html,109.8万円,122.8万円,4.2万km,0,0,2023年10月,2016,660,4,2WD,ガソリン,5D,CVT,0,パールホワイトＩＩＩＩＩ,891,−,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.6km/リットル,−,1,1,4,4,無し
2773,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/16/939022071600708182003.html,139.8万円,148万円,3.0万km,0,1,車検整備付,2019,660,4,2WD,ガソリン,5D,CVT,1,ファイアークォーツレッドＭ,770,−,−,−,3395x1475x1750mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,26.0km/リットル,−,1,1,5,4,無し
2774,日産,ルークス,https://www.goo-net.com/usedcar/spread/goo/13/700052016630220804004.html,29.8万円,39.8万円,6.9万km,0,0,車検整備付,2010,660,4,2WD,ガソリン,5D,インパネAT,0,クリアベージュＭ,781,−,−,−,3395x1475x1735mm,930,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,19.6km/リットル,21.5km/リットル,1,1,3,4,無し
2775,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/16/700070892830220124001.html,104.8万円,119.8万円,90km,1,1,2025年1月,2022,660,4,2WD,ガソリン,5D,CVT,0,フォーンベージュメタリック,487,−,−,−,3395x1475x1525mm,650,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,29.6km/リットル,−,1,0,5,5,無し
2776,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/12/965022051900400383002.html,79.8万円,87.6万円,4.1万km,0,0,2023年5月,2014,660,4,2WD,ガソリン,5D,インパネAT,1,スマートブラック,950,−,−,−,3395x1475x1655mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.0km/リットル,−,1,1,4,4,無し
2777,スズキ,アルト,https://www.goo-net.com/usedcar/spread/goo/19/965022081806300605002.html,69.9万円,77.4万円,1.0万km,0,0,2023年7月,2020,660,4,2WD,ガソリン,5D,インパネAT,0,アーバンブラウンパールメタリック,602,−,−,−,3395x1475x1475mm,650,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,37.0km/リットル,−,1,1,5,5,無し
2778,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/16/700070892830211011001.html,114.8万円,129.8万円,30km,1,1,2024年10月,2021,660,4,2WD,ガソリン,5D,CVT,0,フレンチミントパールメタリック,443,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,25.2km/リットル,30.2km/リットル,−,1,0,5,5,無し
2779,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/11/965022091100900182001.html,109.9万円,118.1万円,4.8万km,0,1,2023年11月,2016,660,4,2WD,ハイブリッド,5D,インパネAT,0,サマーブルーメタリック,326,−,−,−,3395x1475x1665mm,790,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,4,無し
2780,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/14/965022042001201218002.html,149.9万円,162.3万円,6km,1,1,2025年3月,2022,660,4,4WD,ガソリン,5D,インパネAT,0,サンドベージュメタリック,372,−,−,−,3395x1475x1630mm,880,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,19.7km/リットル,−,−,1,0,5,5,無し
2781,スバル,ステラ,https://www.goo-net.com/usedcar/spread/goo/12/965022092000400383008.html,119万円,126.5万円,5.0万km,0,0,2023年1月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,ブラック・マイカメタリック,262,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,4,4,無し
2782,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/19/965022082600801930009.html,79.7万円,87.1万円,2.0万km,0,1,2023年1月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,アメジストブラックパール,320,−,−,−,3395x1475x1620mm,840,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,4,4,無し
2783,三菱,ｅＫワゴン,https://www.goo-net.com/usedcar/spread/goo/17/700100223230220929001.html,15万円,22万円,11.6万km,0,0,2024年10月,2011,660,4,2WD,ガソリン,5D,4AT,0,ミントグリーンソリッド,947,−,−,−,3395x1475x1550mm,820,FF,無鉛レギュラーガソリン,50ps(37kW)/6500rpm,−,−,−,1,0,3,4,無し
2784,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/19/965022082800801976002.html,119.9万円,127.4万円,1.7万km,0,1,2022年12月,2017,660,4,2WD,ハイブリッド,5D,インパネAT,0,チアフルピンクメタリック,309,−,−,−,3395x1475x1785mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.0km/リットル,−,1,1,5,4,無し
2785,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/14/965022092601201218007.html,178.9万円,188万円,0.3万km,0,1,2025年3月,2022,660,4,2WD,ガソリン,5D,インパネAT,1,ブラックマイカメタリック,220,−,−,−,3395x1475x1755mm,920,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,20km/リットル,24.8km/リットル,−,1,1,5,5,無し
2786,スズキ,パレットＳＷ,https://www.goo-net.com/usedcar/spread/goo/15/965022080200208018006.html,59.9万円,67.7万円,6.6万km,0,0,2023年3月,2010,660,4,2WD,ガソリン,5D,インパネAT,0,ブルーイッシュブラックパール３,838,−,−,−,3395x1475x1735mm,930,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,19.6km/リットル,21.5km/リットル,1,1,4,4,無し
2787,日産,ルークス,https://www.goo-net.com/usedcar/spread/goo/13/700052016630220810001.html,34.8万円,44.8万円,8.7万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,インパネAT,0,シルキーシルバーＭ,582,−,−,−,3395x1475x1735mm,930,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,20.2km/リットル,22.5km/リットル,1,1,4,4,無し
2788,ホンダ,Ｎ−ＢＯＸ＋カスタム,https://www.goo-net.com/usedcar/spread/goo/17/988022051101002763001.html,95.9万円,111.5万円,2.3万km,0,1,2022年10月,2015,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムディープロッソパール,211,福祉車両,−,−,,,,ガソリン,,,,,0,0,4,4,無し
2789,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/11/965022091200900182005.html,99.9万円,107.8万円,6.5万km,0,1,2023年6月,2014,660,4,2WD,ガソリン,5D,インパネAT,1,パッションオレンジ,483,−,−,−,3395x1475x1665mm,820,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.8km/リットル,−,1,1,4,4,無し
2790,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/12/700040236430220217001.html,263万円,275万円,10km,1,0,2025年1月,2022,660,4,4WD,ガソリン,3D,4AT,1,シフォンアイボリーメタリック,961,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,1,5,5,無し
2791,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/13/700051000530220927001.html,87万円,95万円,3.4万km,0,0,2024年6月,2017,660,4,2WD,ガソリン,5D,インパネAT,0,シルバーＭ,228,−,−,−,,,,ガソリン,,,,,1,1,4,4,無し
2792,スズキ,ＭＲワゴン,https://www.goo-net.com/usedcar/spread/goo/13/939022072800503690004.html,39万円,43.3万円,8.3万km,0,1,2023年1月,2011,660,4,2WD,ガソリン,5D,CVT,0,カシスピンクパールＭ,906,−,−,−,3395x1475x1625mm,810,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,23.0km/リットル,25.5km/リットル,1,1,3,4,無し
2793,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/13/939022092500560721001.html,103万円,111.1万円,0.7万km,0,0,2024年2月,2017,660,4,2WD,ガソリン,5D,CVT,1,ディープブルークリスタルマイカ,320,−,−,−,3395x1475x1630mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,27.4km/リットル,−,1,1,5,5,無し
