index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
14,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/15/700020105230220725003.html,79.8万円,94.8万円,4.6万km,0,0,車検整備付,2015,660,4,2WD,ハイブリッド,5D,インパネAT,0,フレンチミントパールメタリック,295,−,−,−,3395x1475x1735mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,4,無し
15,ダイハツ,ミラココア,https://www.goo-net.com/usedcar/spread/goo/18/988022021601301065001.html,79.8万円,95万円,3.3万km,0,0,2023年5月,2014,660,4,2WD,ガソリン,5D,CVT,0,コットンアイボリー,704,−,339,−,3395x1475x1560mm,810,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,23.5km/リットル,1,1,4,4,無し
16,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/13/700050085630210430001.html,71.8万円,87.8万円,2.1万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ワイン,328,−,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.6km/リットル,−,1,1,3,4,有 中度
17,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/15/700020105230220711007.html,39.8万円,54.8万円,8.0万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ブライトシルバーメタリック,994,−,−,−,3395x1475x1630mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,4,4,無し
18,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/700060017330220530009.html,139万円,150.3万円,0.4万km,0,0,2024年5月,2019,660,4,2WD,ハイブリッド,5D,CVT,1,パール,750,−,−,−,3395x1475x1640mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/5600rpm,19.2km/リットル,25.2km/リットル,−,1,1,5,5,無し
19,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/917022082900561316001.html,145.8万円,155.7万円,3.4万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,1,シャイニンググレーメタリック,437,−,−,−,3395x1475x1790mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.0km/リットル,−,1,1,5,4,無し
20,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/16/700070812930220619002.html,38.9万円,48.9万円,11.1万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,754,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,4,4,無し
21,三菱,タウンボックス,https://www.goo-net.com/usedcar/spread/goo/12/700040288930220424001.html,89.8万円,100万円,8.3万km,0,0,2023年2月,2018,660,4,4WD,ガソリン,5D,4AT,0,ブルーイッシュブラックパール,628,−,−,−,3395x1475x1910mm,990,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,14.6km/リットル,−,1,1,4,4,無し
22,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/19/917022050200802706002.html,89.9万円,97.1万円,4.9万km,0,1,車検整備付,2013,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムホワイトパール,839,−,−,−,3395x1475x1780mm,960,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,24.2km/リットル,−,1,1,4,4,無し
23,スズキ,アルトターボＲＳ,https://www.goo-net.com/usedcar/spread/goo/13/980022092300501008003.html,99.7万円,115万円,4.7万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイト,656,−,−,−,3395x1475x1500mm,670,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.6km/リットル,−,0,1,5,4,無し
24,日産,ルークス,https://www.goo-net.com/usedcar/spread/goo/15/700020778130201117007.html,171.9万円,188.9万円,10km,1,1,2023年10月,2020,660,4,2WD,ハイブリッド,5D,CVT,0,ホワイト×チタニウムグレー,27,−,−,−,3395x1475x1780mm,970,FF,無鉛レギュラーガソリン,52ps(38kW)/6400rpm,20.8km/リットル,27.2km/リットル,−,1,0,5,5,無し
25,三菱,ｅＫワゴン,https://www.goo-net.com/usedcar/spread/goo/10/700030341730220516001.html,38万円,48万円,10.3万km,0,1,車検整備付,2015,660,4,4WD,ガソリン,5D,CVT,0,ブラック,290,寒冷地仕様,−,−,3395x1475x1620mm,880,フルタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.6km/リットル,−,1,1,3,4,有 軽度
26,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/917022072600509300002.html,125.4万円,132.8万円,2.3万km,0,0,2023年10月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラックＰ,990,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
27,ホンダ,Ｎ−ＢＯＸスラッシュ,https://www.goo-net.com/usedcar/spread/goo/13/700054147430220906001.html,79.8万円,89.5万円,9.5万km,0,1,2024年3月,2015,660,4,2WD,ガソリン,5D,CVT,1,ブラック,83,−,−,−,3395x1475x1670mm,940,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,24.0km/リットル,−,1,1,4,4,無し
28,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/16/700070829530220708003.html,169.8万円,184.8万円,4km,0,0,2025年5月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,ブラック,795,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
29,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/13/906022082900501326004.html,75.8万円,83.2万円,5.3万km,0,1,2024年1月,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ブラウン,175,−,−,−,3395x1475x1775mm,930,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
30,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/15/700020839730220802001.html,75.8万円,85.3万円,2.8万km,0,1,2022年12月,2013,660,4,2WD,ガソリン,5D,CVT,0,パール,989,−,−,−,3395x1475x1780mm,950,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,24.2km/リットル,−,1,1,1,4,無し
31,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/16/700070716530220723001.html,24.8万円,39.8万円,12.6万km,0,0,車検整備付,2010,660,4,2WD,ガソリン,5D,4AT,1,ブラック,342,−,−,−,3395x1475x1875mm,920,FR,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,16.4km/リットル,17.2km/リットル,0,1,3,3,無し
32,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/14/700115758730220212002.html,103.9万円,--万円,4.3万km,0,1,2022年12月,2013,660,4,2WD,ガソリン,5D,CVT,1,プレミアムゴールドパープルパール,606,−,339,218,3395x1475x1780mm,980,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,18.8km/リットル,−,0,0,4,4,無し
33,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/15/700020759230211113003.html,32.8万円,45.6万円,5.1万km,0,0,2023年6月,2014,660,4,2WD,ガソリン,5D,CVT,0,ホワイト,951,−,−,−,3395x1475x1500mm,730,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,32.0km/リットル,1,1,4,4,有 中度
34,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/12/700040362230211227001.html,41.3万円,50.7万円,5.0万km,0,0,車検整備付,2009,660,4,2WD,ガソリン,5D,4AT,0,アロマティックアクアメタリック,768,−,−,−,3395x1475x1510mm,790,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,22.5km/リットル,1,1,4,4,無し
35,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/13/700050932730221002002.html,85万円,97.4万円,1.7万km,0,0,車検整備付,2018,660,4,2WD,ガソリン,5D,CVT,0,ホワイトパール,934,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,5,4,無し
36,ダイハツ,ミラトコット,https://www.goo-net.com/usedcar/spread/goo/16/700070829530220214009.html,109.8万円,124.8万円,10km,0,0,2024年8月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,シルバー,451,−,−,−,3395x1475x1530mm,720,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,29.8km/リットル,−,1,0,5,5,無し
37,ЅлЅѓЅР,ЃЮЁнЃТЃЯЃиЅЋЅЙЅПЅр,https://www.goo-net.com/usedcar/spread/goo/13/917022051100540350001.html,104.8万円,120万円,5.8万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,ブリリアントスポーティブルーメタリック,785,−,−,−,3395x1475x1780mm,970,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,25.6km/リットル,−,1,1,4,4,無し
38,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/16/939022091700706585005.html,110.8万円,117.8万円,0.2万km,0,1,2025年1月,2022,660,4,2WD,ガソリン,5D,CVT,0,ダークエメラルドマイカ,980,−,−,−,3395x1475x1630mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,20.7km/リットル,26.4km/リットル,−,1,1,5,5,無し
39,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/16/700070773830220329003.html,48.9万円,64.9万円,3.2万km,0,1,車検整備付,2011,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,919,−,−,−,3395x1475x1660mm,830,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,1,4,5,無し
40,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/16/700071013930220703001.html,16.8万円,26.8万円,12.4万km,0,1,2023年1月,2012,660,4,2WD,ガソリン,5D,CVT,0,アーバンブラウンＰＭ,525,−,339,−,3395x1475x1625mm,810,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,23.0km/リットル,25.5km/リットル,1,0,3,4,無し
41,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/10/939022072500300593002.html,148万円,153.9万円,2.1万km,0,1,2024年9月,2021,660,4,4WD,ガソリン,5D,CVT,0,レーザーブルークリスタルシャイン,521,寒冷地仕様,−,−,3395x1475x1630mm,890,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,20km/リットル,24.0km/リットル,−,1,1,4,4,無し
42,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/15/700020105230211224008.html,79.8万円,94.8万円,5.2万km,0,0,車検整備付,2016,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラックパール,201,−,−,−,3395x1475x1780mm,950,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,25.6km/リットル,−,1,1,4,4,無し
43,マツダ,フレアクロスオーバー,https://www.goo-net.com/usedcar/spread/goo/17/700100227630220712004.html,79.8万円,93.9万円,8.2万km,0,0,2023年6月,2016,660,4,2WD,ハイブリッド,5D,CVT,0,ブルーＩＩ,186,−,−,−,3395x1475x1665mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,4,無し
44,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/18/700130044430220723002.html,40.9万円,48.1万円,9.0万km,0,0,2024年2月,2009,660,4,2WD,ガソリン,5D,インパネAT,0,アロマティックアクアメタリック,737,−,−,−,3395x1475x1510mm,790,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,22.5km/リットル,1,1,4,4,無し
45,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/15/965022091500207316010.html,95.9万円,104.4万円,2.3万km,0,0,2024年5月,2017,660,4,2WD,ガソリン,5D,インパネAT,0,コフレピンクパールメタリック,409,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,35.6km/リットル,−,1,1,4,4,無し
46,ダイハツ,ミラココア,https://www.goo-net.com/usedcar/spread/goo/16/700072003430220814002.html,39.8万円,50万円,6.6万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,ブラウン,734,−,−,−,3395x1475x1560mm,810,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,26.0km/リットル,27.5km/リットル,1,1,2,4,無し
47,スズキ,パレットＳＷ,https://www.goo-net.com/usedcar/spread/goo/16/700072003430220913002.html,49.8万円,60万円,4.8万km,0,0,車検整備付,2012,660,4,2WD,ガソリン,5D,CVT,0,ブラック,511,−,−,−,3395x1475x1735mm,930,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,19.6km/リットル,21.5km/リットル,1,1,2,4,無し
48,ダイハツ,エッセ,https://www.goo-net.com/usedcar/spread/goo/12/700040047830220809002.html,29.9万円,42.9万円,2.8万km,0,0,車検整備付,2007,660,4,2WD,ガソリン,5D,3AT,0,ブラックマイカ,614,−,−,−,3395x1475x1470mm,710,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,21.0km/リットル,1,1,3,4,有 軽度
49,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/16/700070055730211129001.html,139.8万円,151.8万円,3.3万km,0,0,2023年2月,2016,660,4,4WD,ガソリン,5D,インパネAT,1,スマートブラック,353,−,−,−,3395x1475x1800mm,1030,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,20.8km/リットル,−,1,1,4,4,無し
50,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/917021100100504300001.html,168万円,175万円,1.1万km,0,0,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,シャイニンググレーメタリック,449,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,5,3,無し
51,スズキ,アルトワークス,https://www.goo-net.com/usedcar/spread/goo/18/988022092501301065001.html,164.8万円,180万円,2.7万km,0,0,2024年2月,2017,660,4,2WD,ガソリン,5D,5MT,1,スチールシルバーＭ,981,−,339,−,3395x1475x1500mm,670,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,23.0km/リットル,−,1,1,4,4,無し
52,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/19/700080357330220306002.html,131万円,133.8万円,4.9万km,0,1,2024年10月,2017,660,4,2WD,ガソリン,5D,インパネAT,1,パールホワイトＩＩＩ,349,−,−,−,3395x1475x1600mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,24.8km/リットル,−,1,0,5,5,無し
53,三菱,タウンボックス,https://www.goo-net.com/usedcar/spread/goo/13/700055141230220807001.html,61.8万円,75万円,1.1万km,0,1,車検整備付,2011,660,4,2WD,ガソリン,5D,4AT,0,チタニウムグレーメタリック,563,−,−,−,3395x1475x1890mm,970,FR,無鉛レギュラーガソリン,48ps(35kW)/6000rpm,−,−,−,1,1,4,5,無し
54,三菱,ｅＫスペース,https://www.goo-net.com/usedcar/spread/goo/19/700080285530220201002.html,78万円,82.5万円,6.3万km,0,0,2023年9月,2016,660,4,2WD,ガソリン,5D,CVT,0,ブラック,659,−,−,−,3395x1475x1775mm,930,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,0,4,4,無し
55,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/13/700054009530220621006.html,132.8万円,144.4万円,7km,1,1,2023年12月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,シフォンアイボリーＭ,135,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,25.2km/リットル,30.2km/リットル,−,1,1,5,5,無し
56,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/15/700020764830220820003.html,117.9万円,--万円,3.9万km,0,1,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,ルナシルバーメタリック,201,−,−,−,3395x1475x1675mm,850,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,23.2km/リットル,29.0km/リットル,−,1,1,4,4,無し
57,スズキ,パレットＳＷ,https://www.goo-net.com/usedcar/spread/goo/13/700050085630220318004.html,46.8万円,62.8万円,3.9万km,0,0,車検整備付,2012,660,4,2WD,ガソリン,5D,CVT,0,パール,772,−,−,−,3395x1475x1735mm,930,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,19.6km/リットル,21.5km/リットル,1,1,4,4,有 中度
58,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/18/700130044430210212001.html,49.8万円,64.3万円,13.5万km,0,0,なし,2015,660,4,4WD,ガソリン,5D,インパネAT,0,コットンアイボリー,389,寒冷地仕様,−,−,3395x1475x1750mm,970,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,27.0km/リットル,−,1,0,4,4,無し
59,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/19/917022091000802706003.html,109.9万円,114万円,1.5万km,0,1,2023年7月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,326,−,−,−,3395x1475x1630mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,4,4,無し
60,三菱,ｅＫスペースカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700056065730220418001.html,110万円,118万円,3.9万km,0,0,車検整備付,2018,660,4,2WD,ガソリン,5D,CVT,0,ブラックマイカ,297,寒冷地仕様,−,−,3395x1475x1775mm,950,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
61,ダイハツ,ウェイク,https://www.goo-net.com/usedcar/spread/goo/17/939022080900708064008.html,99.8万円,106.8万円,8.6万km,0,0,2023年9月,2016,660,4,2WD,ガソリン,5D,CVT,1,ブルーマイカＭ,839,−,−,−,3395x1475x1835mm,1020,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,23.8km/リットル,−,1,1,4,4,無し
62,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/12/700040293430220916001.html,75万円,84.2万円,4.4万km,0,1,2024年2月,2011,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,719,−,−,−,3395x1475x1750mm,920,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,18.8km/リットル,1,1,4,4,無し
63,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/19/700080269030211218003.html,79.8万円,90万円,5.3万km,0,0,2023年2月,2016,660,4,2WD,ガソリン,5D,CVT,0,ブラウン,259,−,−,−,3395x1475x1775mm,920,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
64,スズキ,エブリイワゴン,https://www.goo-net.com/usedcar/spread/goo/16/700074005430220624001.html,169.7万円,180.7万円,0.5万km,0,0,車検整備付,2020,660,4,2WD,ガソリン,5D,4AT,0,パールホワイト,430,−,−,−,3395x1475x1815mm,970,FR,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,16.2km/リットル,−,1,1,5,5,無し
65,スズキ,エブリイワゴン,https://www.goo-net.com/usedcar/spread/goo/19/700110171130220910001.html,69.8万円,75万円,8.0万km,0,1,2023年6月,2013,660,4,2WD,ガソリン,5D,インパネAT,1,パールホワイト,332,−,−,−,3395x1475x1795mm,970,FR,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,15.0km/リットル,1,1,4,4,無し
66,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/19/988022013006300650001.html,258.8万円,270万円,2.5万km,0,0,なし,2020,660,4,4WD,ガソリン,3D,AT,0,シフォンアイボリーメタリック,991,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,1,5,4,無し
67,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/917022073000510648001.html,103.8万円,113.8万円,2.5万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムディープモカＰ,547,−,−,−,3395x1475x1780mm,960,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,25.6km/リットル,−,1,1,4,4,無し
68,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/19/917022051500802706001.html,39.9万円,47.2万円,9.7万km,0,1,車検整備付,2013,660,4,2WD,ガソリン,5D,インパネAT,0,ミラノレッド,309,−,−,−,3395x1475x1610mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,3,無し
