index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
1379,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/15/700060040530220909001.html,69.4万円,78.4万円,7.1万km,0,1,車検整備付,2018,660,4,2WD,ガソリン,5D,5AT,0,ホワイト,415,−,−,−,3395x1475x1895mm,870,FR,無鉛レギュラーガソリン,49ps(36kW)/6200rpm,17.2km/リットル,20.5km/リットル,−,1,1,4,4,無し
1380,ホンダ,バモス,https://www.goo-net.com/usedcar/spread/goo/13/700050902330220615002.html,25.5万円,--万円,7.7万km,0,0,なし,2007,660,4,2WD,ガソリン,5D,4AT,1,ブラック,615,−,−,−,3395x1475x1755mm,1030,ミッドシップ,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,14.8km/リットル,0,0,3,4,無し
1381,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/10/700030021130220822001.html,114万円,122.3万円,3.8万km,0,0,2023年10月,2014,660,4,4WD,ガソリン,5D,インパネAT,0,パールホワイト,499,寒冷地仕様,−,−,3395x1475x1675mm,880,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,26.0km/リットル,−,1,1,5,4,無し
1382,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/917022080800602014005.html,119.8万円,125.4万円,3.5万km,0,0,2023年2月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムアガットブラウンＰ,697,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
1383,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/16/700074005430220206001.html,69.7万円,80.6万円,4.4万km,0,0,車検整備付,2012,660,4,2WD,ガソリン,5D,CVT,0,クリスタルブラックパール,609,−,−,−,,,,ガソリン,,,,,0,1,4,4,無し
1384,ΤϋΜΚ,ΞβΞ≥,https://www.goo-net.com/usedcar/spread/goo/19/965022082000801930001.html,69.7万円,76.4万円,2.3万km,0,1,なし,2013,660,4,2WD,ガソリン,5D,インパネAT,0,スノーパールホワイト（３Ｐ）,401,−,−,−,3395x1475x1625mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,30.0km/リットル,−,1,1,4,4,無し
1385,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/14/700115025330220926001.html,79.9万円,94.9万円,1.3万km,0,0,2023年11月,2020,660,4,2WD,ガソリン,5D,インパネAT,0,ワインレッド,877,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,−,35.2km/リットル,−,0,0,4,5,無し
1386,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/917022070400501647002.html,133.1万円,143万円,2.3万km,0,1,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラックパール,873,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,5,5,無し
1387,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/16/700070592930220418001.html,156.9万円,169.4万円,18km,0,0,2025年3月,2022,660,4,2WD,ガソリン,5D,CVT,0,クリスタルブラックパール,911,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
1388,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700050722430211023004.html,140万円,145万円,5.2万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,パープル,379,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
1389,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/13/700050085630220605003.html,59.8万円,75.8万円,4.8万km,0,0,車検整備付,2016,660,4,2WD,ガソリン,5D,5AT,0,ホワイト,414,−,−,−,3395x1475x1895mm,870,FR,無鉛レギュラーガソリン,49ps(36kW)/6200rpm,17.2km/リットル,20.5km/リットル,−,1,1,4,3,無し
1390,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/13/917022082700500170002.html,87.8万円,99.8万円,5.0万km,0,0,2024年3月,2017,660,4,2WD,ガソリン,5D,インパネAT,0,アーバンブラウンパールメタリック,897,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,35.6km/リットル,−,1,1,4,4,無し
1391,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/14/700903090530220711001.html,119.1万円,125.8万円,3.6万km,0,1,2022年12月,2017,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,681,寒冷地仕様,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,5,5,無し
1392,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/16/700074005430220715007.html,79.7万円,90.5万円,6.5万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,ブラックマイカメタリック,36,寒冷地仕様,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,0,1,4,4,無し
1393,三菱,ｅＫワゴン,https://www.goo-net.com/usedcar/spread/goo/13/954022062000500996001.html,119.8万円,132.3万円,7km,1,1,2025年6月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,シルバー,486,−,−,−,3395x1475x1640mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6400rpm,21.2km/リットル,29.4km/リットル,−,1,1,5,5,無し
1394,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/17/939022092000708064005.html,67.8万円,74.6万円,3.9万km,0,0,2023年8月,2014,660,4,2WD,ガソリン,5D,CVT,0,プラムブラウンクリスタルマイカ,165,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,29.0km/リットル,−,1,1,4,4,無し
1395,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/16/700070665630220623012.html,173.8万円,188.8万円,10km,1,1,2025年1月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイト,951,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
1396,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/19/965022062400840039004.html,69.9万円,80.9万円,3.1万km,0,1,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイトＩＩＩ,257,−,−,−,3395x1475x1630mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,4,4,無し
1397,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/700053016030220808001.html,59万円,74万円,6.9万km,0,0,2023年1月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,ピンク,306,−,−,−,3395x1475x1610mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,0,3,3,無し
1398,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/15/700060095330220530001.html,48万円,58万円,11.3万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,アーバンブラウンパールメタリック,32,−,−,−,3395x1475x1735mm,860,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,27.8km/リットル,−,1,1,4,4,無し
1399,日産,オッティ,https://www.goo-net.com/usedcar/spread/goo/13/700050085630211111002.html,15.8万円,31.8万円,4.9万km,0,0,車検整備付,2007,660,4,2WD,ガソリン,5D,5MT,0,パール,273,−,−,−,3395x1475x1550mm,810,FF,無鉛レギュラーガソリン,50ps(37kW)/6500rpm,−,−,−,1,1,4,4,無し
1400,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700056065830220909001.html,40万円,50万円,10.4万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,CVT,0,パープル,431,−,−,−,3395x1475x1750mm,920,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,18.8km/リットル,1,1,2,4,無し
1401,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/17/917022091801002528006.html,59.4万円,70.5万円,11.9万km,0,1,車検整備付,2014,660,4,2WD,ガソリン,5D,インパネAT,1,ブラック・イエロー,475,−,−,−,3395x1475x1610mm,870,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,21.4km/リットル,−,1,1,4,4,無し
1402,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/19/700080269030220108003.html,89.8万円,104万円,7.9万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ブラック,66,寒冷地仕様,−,−,3395x1475x1750mm,940,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,3,3,無し
1403,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/700060017330220523004.html,113万円,--万円,0.1万km,0,1,なし,2019,660,4,2WD,ガソリン,5D,CVT,0,パール,693,−,−,−,3395x1475x1640mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6400rpm,21.2km/リットル,29.4km/リットル,−,1,1,5,3,無し
1404,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/16/700070094930220906001.html,99.8万円,111.8万円,2.7万km,0,0,2024年5月,2015,660,4,2WD,ガソリン,5D,インパネAT,0,スマートブラック,604,−,−,−,3395x1475x1655mm,830,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.2km/リットル,−,1,1,4,5,無し
1405,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/15/700020117830220903001.html,79万円,97万円,0.7万km,0,1,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,カトラリーシルバーメタリック,990,−,−,−,3395x1475x1655mm,830,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.4km/リットル,−,1,1,3,4,無し
1406,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/19/965022092206300710001.html,69.3万円,79.2万円,4.7万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,プラムブラウンクリスタルマイカ,804,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,−,35.2km/リットル,−,1,1,4,4,無し
1407,ΞάΞΛΞœΞΡ,ΞΏΞιΞΛΓΦΞΙ,https://www.goo-net.com/usedcar/spread/goo/13/939022050900709031033.html,98万円,104.1万円,840km,0,1,2025年2月,2022,660,4,2WD,ガソリン,5D,CVT,0,ホワイト,468,−,−,−,3395x1475x1500mm,670,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,34.2km/リットル,−,1,1,5,5,無し
1408,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/15/700020050930220528002.html,19万円,--万円,8.9万km,0,1,2023年7月,2009,660,4,2WD,ガソリン,5D,CVT,0,ミステリアスバイオレットパール,329,−,−,−,3395x1475x1675mm,840,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,1,3,3,無し
1409,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/12/700052022330210123002.html,135万円,140万円,1.0万km,0,0,車検整備付,2018,660,4,2WD,ハイブリッド,5D,CVT,0,ブラック,744,−,−,−,3395x1475x1785mm,870,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,28.2km/リットル,−,1,1,4,5,無し
1410,スズキ,パレット,https://www.goo-net.com/usedcar/spread/goo/13/700055080330220723001.html,41万円,53万円,3.4万km,0,1,車検整備付,2009,660,4,2WD,ガソリン,5D,インパネAT,0,アクアベールブルーパールメタリック,646,−,−,−,3395x1475x1735mm,920,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,19.6km/リットル,21.5km/リットル,1,1,2,4,無し
1411,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/16/700072003430220916002.html,39.8万円,50万円,4.2万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,ブラック,217,−,−,−,3395x1475x1490mm,730,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,33.4km/リットル,−,1,1,4,4,無し
1412,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700052028330210926001.html,68.1万円,75万円,3.2万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,CVT,0,ミスティックレッド,414,−,−,−,3395x1475x1750mm,920,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,18.2km/リットル,1,1,4,4,有 軽度
1413,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/16/917021042300708505001.html,123.8万円,135.8万円,3.5万km,0,0,車検整備付,2018,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムホワイト・パールＩＩ,513,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,5,4,無し
1414,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/700020454030220919001.html,159.9万円,--万円,1.2万km,0,1,2024年1月,2021,660,4,2WD,ハイブリッド,5D,CVT,1,ブラック,20,−,−,−,3395x1475x1640mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/5600rpm,19.2km/リットル,25.2km/リットル,−,1,0,5,5,無し
1415,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700050722430220830001.html,143万円,148万円,5.4万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,438,−,−,−,3395x1475x1790mm,−,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
1416,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/12/965022092200404141007.html,78.9万円,90万円,0.7万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,フォレストアクアメタリック,629,−,−,−,3395x1475x1735mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,29.0km/リットル,−,1,1,5,5,無し
1417,ダイハツ,ウェイク,https://www.goo-net.com/usedcar/spread/goo/13/700053014230220618001.html,99.9万円,--万円,3.8万km,0,1,2022年12月,2015,660,4,2WD,ガソリン,5D,CVT,0,ブルーマイカメタリック,399,−,−,−,3395x1475x1835mm,990,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,25.4km/リットル,−,0,0,4,4,無し
1418,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700050085630220417003.html,41.8万円,57.8万円,4.0万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,パール,377,−,−,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,25.0km/リットル,−,1,1,3,4,有 中度
1419,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/16/700070819130220803002.html,119.6万円,134.8万円,4.5万km,0,0,なし,2019,660,4,2WD,ガソリン,5D,CVT,0,ホワイトパール,260,−,−,−,3395x1475x1775mm,940,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,0,5,4,無し
1420,ホンダ,ライフ,https://www.goo-net.com/usedcar/spread/goo/13/917022091300503057010.html,44.8万円,51.5万円,5.2万km,0,0,2023年5月,2012,660,4,2WD,ガソリン,5D,インパネAT,0,アラバスターシルバーＭ,226,−,−,−,3395x1475x1610mm,810,FF,無鉛レギュラーガソリン,52ps(38kW)/7100rpm,−,19.4km/リットル,22.0km/リットル,1,1,4,4,無し
1421,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/19/988022042206300650004.html,119.8万円,130.3万円,7.1万km,0,0,なし,2017,660,4,2WD,ガソリン,5D,インパネAT,1,モーニンクミスドブルーメタリック,758,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.6km/リットル,−,1,1,4,4,無し
1422,ホンダ,Ｎ−ＢＯＸスラッシュ,https://www.goo-net.com/usedcar/spread/goo/17/988022032401002763002.html,129万円,143.6万円,3.0万km,0,1,なし,2015,660,4,2WD,ガソリン,5D,インパネAT,1,プレミアムホワイト・パールＩＩ,112,−,−,−,3395x1475x1670mm,950,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,23.0km/リットル,−,0,0,5,5,無し
1423,ダイハツ,ミラ,https://www.goo-net.com/usedcar/spread/goo/17/700101002230220423001.html,25.8万円,--万円,4.1万km,0,0,なし,2015,660,4,2WD,ガソリン,3D,インパネAT,0,ホワイト,894,−,−,−,,,,ガソリン,,,,,1,0,4,4,無し
1424,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/11/700090358130220330003.html,49.8万円,64.8万円,4.1万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,コットンアイボリー,746,寒冷地仕様,−,−,3395x1475x1630mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,4,4,無し
1425,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/13/917022071200520177008.html,136.3万円,144.5万円,0.3万km,0,0,2024年9月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムアイボリーＰ２,371,−,−,−,3395x1475x1675mm,850,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,23.2km/リットル,29.0km/リットル,−,1,1,5,5,無し
1426,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/13/906022031800501326005.html,139.8万円,145.8万円,3.1万km,0,1,2023年2月,2020,660,4,2WD,ハイブリッド,5D,インパネAT,1,ブルー,75,−,−,−,3395x1475x1640mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/5600rpm,19.2km/リットル,25.2km/リットル,−,1,1,5,4,無し
1427,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/13/917022090500561413002.html,76.8万円,83.7万円,3.6万km,0,0,2023年11月,2016,660,4,2WD,ハイブリッド,5D,インパネAT,0,フィズブルーパールメタリック,552,−,−,−,3395x1475x1735mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,3,4,無し
1428,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/12/917022040300400349001.html,99.8万円,106.1万円,4.4万km,0,1,2023年1月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムベルベットパープル・パール,115,−,−,−,3395x1475x1780mm,960,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.0km/リットル,24.5km/リットル,1,1,4,4,無し
1429,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/16/700070798530220902004.html,99.9万円,114万円,4.8万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,レッドＩＩ,961,−,−,−,3395x1475x1775mm,950,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
1430,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/12/700040308430220922002.html,179.8万円,189.2万円,0.7万km,0,1,2024年5月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムグラマラスブロンズパール,363,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,1,5,5,無し
1431,スズキ,アルト,https://www.goo-net.com/usedcar/spread/goo/15/965022071000208212027.html,74.9万円,85.5万円,1.2万km,0,1,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,シルキーシルバーメタリック,576,−,−,−,3395x1475x1475mm,650,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,37.0km/リットル,−,1,1,4,5,無し
1432,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/917022060300561158002.html,69万円,77万円,8.4万km,0,1,2023年12月,2012,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムホワイトパール,380,−,−,−,3395x1475x1610mm,850,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
1433,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/12/965022080600404141001.html,113.9万円,124.8万円,3.5万km,0,0,車検整備付,2018,660,4,2WD,ガソリン,5D,インパネAT,0,スパークリングレッド（Ｍ）,957,−,−,−,3395x1475x1775mm,930,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
1434,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/19/700080269030220307005.html,109.8万円,119万円,0.7万km,0,0,2023年2月,2021,660,4,2WD,ガソリン,5D,CVT,0,ブラック,475,−,339,−,3395x1475x1640mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6400rpm,21.2km/リットル,29.4km/リットル,−,1,1,4,4,無し
1435,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/16/700073011730220725001.html,64.8万円,79.8万円,5.6万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,コットンアイボリー,464,−,−,−,3395x1475x1750mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,3,3,無し
1436,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/13/700056065730220118001.html,47万円,55万円,10.2万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,ホワイトパール,103,−,−,−,3395x1475x1620mm,840,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,3,3,無し
1437,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/965022070600208428004.html,78.9万円,86.3万円,4.7万km,0,1,2023年2月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムパープル（Ｐ）,478,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,4,4,無し
1438,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/11/700090358130220524001.html,59.8万円,74.8万円,3.4万km,0,0,なし,2017,660,4,2WD,ガソリン,5D,インパネAT,0,アーバンブラウンパールメタリック,662,−,−,−,3395x1475x1650mm,750,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,26.8km/リットル,−,1,1,5,4,無し
1439,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/13/917022090200561413003.html,87.8万円,95.7万円,2.7万km,0,0,2023年11月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,プラチナホワイトパール,506,−,−,−,3395x1475x1655mm,820,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.2km/リットル,−,1,1,4,4,無し
1440,三菱,ｅＫカスタム,https://www.goo-net.com/usedcar/spread/goo/15/700020252830220516001.html,45.8万円,61.2万円,5.5万km,0,0,なし,2013,660,4,2WD,ガソリン,5D,インパネAT,0,クールシルバーＭ,958,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,4,4,無し
1441,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/11/980022092800902397003.html,105.9万円,115.9万円,3.6万km,0,1,車検整備付,2015,660,4,4WD,ガソリン,5D,インパネAT,0,黒,279,−,339,−,3395x1475x1675mm,870,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,26.0km/リットル,−,1,1,4,4,無し
1442,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/17/700101002230190221002.html,23.8万円,--万円,8.0万km,0,0,2023年9月,2008,660,4,2WD,ガソリン,5D,インパネAT,0,シャンパンメタリックオパール,524,−,−,−,3395x1475x1630mm,810,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,23.5km/リットル,1,0,4,4,無し
1443,Ҙ№ҘәҘӯ,Ҙ№ҘЪЎјҘ·Ҙў,https://www.goo-net.com/usedcar/spread/goo/15/700062007430220827001.html,79.8万円,87.5万円,5.7万km,0,0,2023年11月,2014,660,4,2WD,ガソリン,5D,インパネAT,1,フィズブルーパールメタリック,881,−,−,−,3395x1475x1735mm,870,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.0km/リットル,−,1,1,4,4,無し
1444,ホンダ,ライフ,https://www.goo-net.com/usedcar/spread/goo/17/700101002230191005001.html,19.8万円,--万円,11.8万km,0,0,2024年4月,2007,660,4,2WD,ガソリン,5D,インパネAT,0,トルマリンブルーメタリック,527,−,−,−,3395x1475x1575mm,860,FF,無鉛レギュラーガソリン,52ps(38kW)/6700rpm,−,−,20.0km/リットル,1,0,4,4,無し
1445,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/13/917022081000503057004.html,67.8万円,81.8万円,6.5万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムホワイトＰ２,19,−,−,−,3395x1475x1655mm,820,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.2km/リットル,−,1,1,4,4,有 軽度
1446,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/700054029930220522004.html,219.8万円,232.2万円,9km,0,1,車検整備付,2022,660,4,2WD,ガソリン,5D,6MT,1,プレミアムイエローパールＩＩ,385,−,−,−,3395x1475x1545mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,21.8km/リットル,25.6km/リットル,−,1,1,5,5,無し
1447,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/13/700058050830220822001.html,39.8万円,50.1万円,4.7万km,0,1,車検整備付,2009,660,4,2WD,ガソリン,5D,4AT,0,ルナグレーパールメタリック,870,−,−,−,3395x1475x1660mm,830,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,1,4,4,有 軽度
1448,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/14/700120044330220707001.html,76万円,82万円,3.5万km,0,1,車検整備付,2012,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイト（Ｗ２４）,955,−,339,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,21.0km/リットル,1,1,4,4,無し
