index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
47,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/19/700080083230220329001.html,56.9万円,69.9万円,10.7万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ライトブルー,136,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,4,4,無し
48,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/917022090600550643002.html,165.8万円,171.9万円,0.8万km,0,0,2023年11月,2020,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック,343,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.8km/リットル,27.0km/リットル,−,1,1,5,5,無し
49,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/13/700054010630201123002.html,89.8万円,102.3万円,3.3万km,0,1,車検整備付,2016,660,4,2WD,ガソリン,5D,CVT,0,ブラウン,995,寒冷地仕様,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.6km/リットル,−,1,1,5,5,有 軽度
50,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/16/700070290030220705003.html,146.9万円,159.4万円,3km,1,1,2024年12月,2021,660,4,2WD,ガソリン,5D,CVT,0,ブラックマイカメタリック,396,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,20.5km/リットル,25.7km/リットル,−,1,0,5,5,無し
51,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700051051130220830002.html,119.9万円,--万円,3.8万km,0,1,なし,2014,660,4,2WD,ガソリン,5D,インパネAT,1,パール,847,−,−,−,3395x1475x1780mm,980,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,18.8km/リットル,−,0,0,4,4,無し
52,日産,ルークス,https://www.goo-net.com/usedcar/spread/goo/13/700055155630220922001.html,36万円,39.9万円,7.9万km,0,0,2023年6月,2012,660,4,2WD,ガソリン,5D,インパネAT,0,アクアベールブルーＰＭ,879,−,−,−,3395x1475x1735mm,920,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,19.6km/リットル,21.5km/リットル,1,0,4,4,無し
53,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700050006330220717001.html,201.9万円,--万円,7km,1,1,2025年7月,2022,660,4,2WD,ガソリン,5D,CVT,1,パール×ブラック,191,−,−,−,3395x1475x1755mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,20km/リットル,24.8km/リットル,−,0,0,5,5,無し
54,スズキ,スペーシアカスタム,https://www.goo-net.com/usedcar/spread/goo/16/965022082800709104002.html,185.9万円,196.4万円,10km,1,1,2025年8月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,0,ブルーイッシュブラックパール３,268,−,−,−,3395x1475x1785mm,890,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,28.2km/リットル,−,1,0,5,5,無し
55,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/16/965022082700708715004.html,84.9万円,93.3万円,4.0万km,0,1,2024年3月,2015,660,4,2WD,ガソリン,5D,インパネAT,0,アーバンブラウン（ＰＭ）,902,−,−,−,3395x1475x1625mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,30.0km/リットル,−,1,1,4,4,無し
56,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700050649830220916001.html,52.8万円,67万円,5.9万km,0,0,2022年12月,2013,660,4,2WD,ガソリン,5D,インパネAT,0,ワインＭ,660,−,−,−,3395x1475x1780mm,960,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,24.2km/リットル,−,1,1,4,4,有 軽度
57,ダイハツ,タントエグゼ,https://www.goo-net.com/usedcar/spread/goo/16/939022082400700897001.html,52.8万円,60.8万円,7.8万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,コラムAT,0,ブラックマイカＭ,458,−,−,−,3395x1475x1730mm,890,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,25.0km/リットル,−,1,1,4,3,無し
58,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/917022093000561413001.html,49.8万円,57.8万円,9.2万km,0,0,2023年7月,2012,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,445,−,−,−,3395x1475x1750mm,920,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,18.2km/リットル,1,1,3,4,無し
59,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/13/932022070400500075020.html,89.9万円,--万円,2.7万km,0,1,2023年1月,2014,660,4,2WD,ガソリン,5D,インパネAT,1,カトラリーシルバーメタリック,855,−,−,−,3395x1475x1655mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.0km/リットル,−,0,0,4,4,無し
60,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/17/917022072201002528013.html,79.8万円,90.7万円,2.9万km,0,0,車検整備付,2014,660,4,2WD,ガソリン,5D,インパネAT,0,ミラノレッド,691,−,−,−,3395x1475x1610mm,850,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
61,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/15/700020485130210730002.html,89.8万円,--万円,0.5万km,0,1,なし,2019,660,4,2WD,ガソリン,5D,インパネAT,0,スプラッシュブルーメタリック,110,寒冷地仕様,−,−,3395x1475x1500mm,670,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,34.2km/リットル,−,1,1,4,4,無し
62,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700056001030220916001.html,139.9万円,--万円,0.1万km,0,1,2025年1月,2022,660,4,2WD,ガソリン,5D,CVT,0,ファイアークォーツレッドメタリック,78,−,−,−,3395x1475x1755mm,900,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,21km/リットル,27.2km/リットル,−,0,1,5,5,無し
63,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700050006330220918007.html,199.9万円,--万円,7km,1,1,2025年9月,2022,660,4,2WD,ガソリン,5D,CVT,1,ブラックマイカメタリック,792,−,−,−,3395x1475x1755mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,20km/リットル,24.8km/リットル,−,0,0,5,5,無し
64,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/16/700070859430210919002.html,86万円,95万円,12.3万km,0,1,2023年5月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイトＩＩＩＩＩ,624,−,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.6km/リットル,−,1,1,5,5,無し
65,ダイハツ,アトレーワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700056080830220530001.html,169.9万円,--万円,0.2万km,0,1,2024年6月,2021,660,4,2WD,ガソリン,5D,インパネAT,1,タングステングレーメタリック,607,−,−,−,3395x1475x1875mm,1000,FR,無鉛レギュラーガソリン,64ps(47kW)/5700rpm,14.2km/リットル,−,−,0,0,5,5,無し
66,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/11/700090364530220911003.html,169.9万円,--万円,0.9万km,0,1,2024年6月,2021,660,4,4WD,ガソリン,5D,CVT,1,パールホワイト,911,−,−,−,3395x1475x1725mm,930,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,20km/リットル,23.8km/リットル,−,0,0,5,5,無し
67,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/13/700051051130220910003.html,135.9万円,--万円,1.9万km,0,1,なし,2019,660,4,2WD,ガソリン,5D,インパネAT,1,パール,315,−,−,−,3395x1475x1675mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,22km/リットル,25.8km/リットル,−,0,0,4,5,無し
68,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/15/965022092100208892003.html,129.9万円,140.4万円,11km,1,1,2025年8月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,0,オフブルーメタリック,108,−,−,−,3395x1475x1785mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.0km/リットル,−,1,0,5,5,無し
