index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
249,マツダ,ＡＺワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700055145230220912001.html,25万円,39.9万円,7.6万km,0,1,2023年10月,2010,660,4,2WD,ガソリン,5D,4AT,0,シルキーシルバーＭ,586,−,−,−,3395x1475x1660mm,830,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,1,4,4,無し
250,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/19/965022082600801930007.html,149.7万円,158.5万円,0.2万km,0,0,2024年9月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,フォレストカーキメタリック,128,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,20.5km/リットル,25.7km/リットル,−,1,1,5,5,無し
251,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/939022053000503690001.html,39万円,46.8万円,3.8万km,0,1,車検整備付,2009,660,4,2WD,ガソリン,5D,インパネAT,0,ライトローズＭ,553,−,−,−,3395x1475x1750mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,18.2km/リットル,1,1,4,4,無し
252,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/10/700030364530220212001.html,149.9万円,165万円,3.6万km,0,0,なし,2014,660,4,4WD,ガソリン,3D,インパネAT,0,パールホワイト,900,−,−,−,3395x1475x1680mm,980,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,14.8km/リットル,16.4km/リットル,0,0,5,4,無し
253,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/11/965022092400900182003.html,139.9万円,148万円,2.9万km,0,0,2023年10月,2014,660,4,4WD,ガソリン,5D,インパネAT,1,フェニックスレッドパール,618,−,−,−,3395x1475x1665mm,870,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.0km/リットル,−,1,1,4,4,無し
254,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/13/971022022500510411001.html,94.8万円,101.6万円,4.8万km,0,0,2023年9月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,キャンディピンクメタリック,157,−,−,−,3395x1475x1665mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,29.2km/リットル,−,1,1,4,4,無し
255,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/15/906022100300201138003.html,88万円,96.9万円,3.7万km,0,0,2024年8月,2017,660,4,2WD,ガソリン,5D,インパネAT,0,シルバーＭ,337,−,339,−,3395x1475x1775mm,940,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
256,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/13/700055170230220724002.html,29.9万円,40万円,6.9万km,0,1,2023年3月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,ブルー,532,−,−,−,3395x1475x1490mm,730,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,33.4km/リットル,−,1,1,3,3,無し
257,三菱,ｅＫスペースカスタム,https://www.goo-net.com/usedcar/spread/goo/19/700080083230220903003.html,42.9万円,55.9万円,12.2万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,ホワイトパール,397,−,−,−,3395x1475x1775mm,950,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,20.6km/リットル,−,1,1,4,4,無し
258,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/13/939022012900550235001.html,138万円,144.7万円,0.2万km,0,1,2024年5月,2021,660,4,2WD,ガソリン,5D,CVT,0,ブラックマイカＭ,502,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,20.5km/リットル,25.7km/リットル,−,1,1,5,5,無し
259,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/19/700110142330220930001.html,174.8万円,184.8万円,4km,0,0,2024年6月,2021,660,4,2WD,ガソリン,5D,CVT,0,パール,912,−,−,−,3395x1475x1755mm,900,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,21.2km/リットル,27.2km/リットル,−,1,1,5,5,無し
260,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/12/700040174530220927001.html,65万円,75.8万円,7.1万km,0,0,車検整備付,2015,660,4,2WD,ハイブリッド,5D,インパネAT,0,クリスタルホワイトパール,444,−,−,−,3395x1475x1735mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,4,無し
261,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/13/700050006430220514003.html,99.9万円,--万円,0.7万km,0,1,2024年4月,2021,660,4,2WD,ハイブリッド,5D,CVT,0,シルキーシルバーメタリック,134,−,−,−,3395x1475x1650mm,770,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25.2km/リットル,31.0km/リットル,−,0,0,4,4,無し
262,三菱,ｅＫスペース,https://www.goo-net.com/usedcar/spread/goo/11/700091017930220923001.html,79.9万円,--万円,8.1万km,0,0,2024年3月,2015,660,4,4WD,ガソリン,5D,インパネAT,0,パールホワイト,268,−,339,−,3395x1475x1775mm,980,フルタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,20.4km/リットル,−,0,0,4,4,無し
263,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/15/700020117830220922001.html,129万円,147万円,1.7万km,0,0,車検整備付,2019,660,4,2WD,ガソリン,5D,CVT,0,ディープブルークリスタルマイカ,997,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,4,3,無し
264,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/16/965022082700708715005.html,69.9万円,80.7万円,3.4万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,マゼンタベリーマイカメタリック,652,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,−,35.2km/リットル,−,1,1,4,4,無し
265,スズキ,アルトエコ,https://www.goo-net.com/usedcar/spread/goo/13/700050007430220920001.html,45.9万円,--万円,2.9万km,0,1,2023年4月,2014,660,4,2WD,ガソリン,5D,CVT,0,ピンク,437,−,−,−,3395x1475x1520mm,740,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,30.2km/リットル,32.0km/リットル,0,0,4,4,無し
266,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/13/700055089530220708001.html,86万円,99.8万円,1.4万km,0,1,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,レッド,189,−,−,−,3395x1475x1640mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6400rpm,21.2km/リットル,29.4km/リットル,−,1,1,5,4,有 軽度
267,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/19/700080083230220530003.html,56.9万円,69.9万円,10.5万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ブラック,101,−,−,−,3395x1475x1775mm,940,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
268,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/15/939022082600601846001.html,123万円,130万円,0.4万km,0,0,2024年11月,2021,660,4,2WD,ガソリン,5D,CVT,0,ライトローズマイカＭ,644,−,−,−,3395x1475x1600mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,5,5,無し
269,スズキ,パレット,https://www.goo-net.com/usedcar/spread/goo/14/700050999530220922001.html,69.9万円,--万円,4.2万km,0,1,2023年10月,2012,660,4,4WD,ガソリン,5D,CVT,0,ピンクＭ,968,−,−,−,3395x1475x1745mm,990,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,18.6km/リットル,21.5km/リットル,0,0,4,4,無し
270,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/700060004330220920001.html,94万円,105.7万円,1.9万km,0,1,2023年10月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,パープルＭ,757,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,5,5,無し
271,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/13/700051051130220819003.html,129.9万円,--万円,2.7万km,0,1,なし,2017,660,4,2WD,ガソリン,5D,インパネAT,1,ブラック,979,寒冷地仕様,−,−,3395x1475x1775mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,22.2km/リットル,−,0,0,5,4,無し
272,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/700055141730220422002.html,49.8万円,64万円,4.9万km,0,0,2023年3月,2012,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,794,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,3,4,有 中度
273,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/16/965022082700708715005.html,69.9万円,80.7万円,3.4万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,マゼンタベリーマイカメタリック,652,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,−,35.2km/リットル,−,1,1,4,4,無し
274,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/16/700070290030220719011.html,86.9万円,99.4万円,8km,1,1,2025年1月,2022,660,4,2WD,ガソリン,5D,CVT,0,ブラックマイカメタリック,794,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,1,0,5,5,無し
275,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/19/700080083230220530003.html,56.9万円,69.9万円,10.5万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ブラック,101,−,−,−,3395x1475x1775mm,940,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
276,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/15/939022082600601846001.html,123万円,130万円,0.4万km,0,0,2024年11月,2021,660,4,2WD,ガソリン,5D,CVT,0,ライトローズマイカＭ,644,−,−,−,3395x1475x1600mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,5,5,無し
277,スズキ,パレット,https://www.goo-net.com/usedcar/spread/goo/14/700050999530220922001.html,69.9万円,--万円,4.2万km,0,1,2023年10月,2012,660,4,4WD,ガソリン,5D,CVT,0,ピンクＭ,968,−,−,−,3395x1475x1745mm,990,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,18.6km/リットル,21.5km/リットル,0,0,4,4,無し
278,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/700060004330220920001.html,94万円,105.7万円,1.9万km,0,1,2023年10月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,パープルＭ,757,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,5,5,無し
279,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/13/700051051130220819003.html,129.9万円,--万円,2.7万km,0,1,なし,2017,660,4,2WD,ガソリン,5D,インパネAT,1,ブラック,979,寒冷地仕様,−,−,3395x1475x1775mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,22.2km/リットル,−,0,0,5,4,無し
280,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/700055141730220422002.html,49.8万円,64万円,4.9万km,0,0,2023年3月,2012,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,794,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,3,4,有 中度
281,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700050649830220625004.html,74.8万円,89万円,3.3万km,0,0,2024年6月,2015,660,4,2WD,ガソリン,5D,インパネAT,1,ブルーＭ,396,−,−,−,3395x1475x1780mm,980,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,22.0km/リットル,−,1,1,4,4,有 軽度
282,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/13/947022092500503259001.html,71万円,78.5万円,6.1万km,0,0,車検整備付,2014,660,4,2WD,ガソリン,5D,CVT,0,シルバー,968,−,−,−,3395x1475x1655mm,820,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.2km/リットル,−,1,1,4,4,無し
283,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/13/700055109630220914001.html,6万円,16万円,14.1万km,0,0,2023年11月,2010,660,4,2WD,ガソリン,5D,インパネAT,0,ミスティックレッドクリスタルメタリック,263,−,−,−,3395x1475x1630mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,22.0km/リットル,1,0,3,3,無し
284,トヨタ,ピクシスエポック,https://www.goo-net.com/usedcar/spread/goo/13/965022091800541443002.html,51.3万円,58.8万円,3.3万km,0,1,2023年4月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,シェルローズ,333,−,−,−,3395x1475x1500mm,730,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,32.0km/リットル,1,1,4,4,無し
285,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/13/700050006430220723002.html,109.9万円,--万円,3.5万km,0,1,なし,2017,660,4,2WD,ガソリン,5D,CVT,1,ホワイトパール,820,−,−,−,3395x1475x1620mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,−,0,0,4,4,無し
286,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/13/971022080600510411002.html,99.8万円,106万円,0.2万km,0,0,2023年6月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,ホワイト,682,−,−,−,3395x1475x1895mm,870,FR,無鉛レギュラーガソリン,49ps(36kW)/6200rpm,17.2km/リットル,20.5km/リットル,−,1,1,5,5,無し
287,スズキ,スペーシアカスタムＺ,https://www.goo-net.com/usedcar/spread/goo/13/971022040100100414001.html,119万円,129万円,6.6万km,0,0,車検整備付,2017,660,4,2WD,ハイブリッド,5D,CVT,1,スチールシルバーメタリック,91,−,−,−,3395x1475x1735mm,890,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.8km/リットル,−,1,1,4,4,無し
288,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/16/939022071700708182001.html,92.8万円,101.1万円,5.6万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ブラックマイカＭ,836,−,−,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,4,無し
289,スズキ,パレットＳＷ,https://www.goo-net.com/usedcar/spread/goo/10/700031045330220903001.html,85.9万円,--万円,2.6万km,0,1,なし,2011,660,4,4WD,ガソリン,5D,CVT,0,パールホワイト,838,−,−,−,3395x1475x1745mm,980,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,18.6km/リットル,21.5km/リットル,0,0,4,4,無し
290,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/19/700080083230220807001.html,36.9万円,49.9万円,9.3万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,ゴールド,870,−,−,−,3395x1475x1735mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,29.0km/リットル,−,1,1,4,4,無し
291,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/13/906022072300501325001.html,119.8万円,128.1万円,2.3万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,1,エアグレー（ＰＭ）／レモンライムＩＩ,542,−,−,−,3395x1475x1775mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,22.2km/リットル,−,1,1,4,4,無し
292,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/13/700050848930220708002.html,159.7万円,167.9万円,3.8万km,0,0,2024年4月,2017,660,4,4WD,ガソリン,3D,4AT,0,スチールシルバーメタリック,168,−,−,−,3395x1475x1680mm,970,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,16.4km/リットル,1,1,4,4,無し
293,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/16/700071011530220820001.html,62.8万円,72.8万円,11.4万km,0,0,車検整備付,2015,660,4,2WD,ハイブリッド,5D,インパネAT,0,ＤグリーンＩＩ,726,−,−,−,3395x1475x1665mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,3,無し
294,ダイハツ,ソニカ,https://www.goo-net.com/usedcar/spread/goo/16/700070572030220929001.html,46.8万円,--万円,5.4万km,0,0,2024年1月,2009,660,4,2WD,ガソリン,5D,CVT,0,ブルー,358,−,−,−,3395x1475x1470mm,820,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,23.0km/リットル,1,1,4,4,無し
295,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/15/906022090300200920001.html,136.4万円,142.8万円,2.8万km,0,0,2023年6月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイト,168,−,−,−,3395x1475x1775mm,950,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,5,4,無し
296,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/19/700080053430220912001.html,59.9万円,69.9万円,6.8万km,0,0,車検整備付,2018,660,4,2WD,ガソリン,5D,インパネAT,0,ホワイト,819,−,−,−,3395x1475x1895mm,840,FR,無鉛レギュラーガソリン,49ps(36kW)/5700rpm,−,19.0km/リットル,−,1,1,4,4,無し
297,スズキ,スペーシアカスタムＺ,https://www.goo-net.com/usedcar/spread/goo/19/700080001730220824001.html,112万円,115万円,3.6万km,0,0,2024年5月,2017,660,4,2WD,ハイブリッド,5D,インパネAT,0,ブルーイッシュブラックパール３,924,−,−,−,3395x1475x1735mm,870,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.6km/リットル,−,1,1,4,4,有 軽度
298,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/16/700070844430220909002.html,155.9万円,170.9万円,3.0万km,0,1,なし,2019,660,4,4WD,ガソリン,5D,インパネAT,0,Ｌグリーン,390,−,−,−,3395x1475x1630mm,890,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,25.0km/リットル,−,1,1,4,4,無し
299,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/19/700080338430220711003.html,37.9万円,42.9万円,9.7万km,0,0,2023年3月,2012,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイト,607,−,−,−,3395x1475x1675mm,860,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,21.6km/リットル,23.5km/リットル,1,1,4,4,無し
300,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/13/700056015130211209004.html,41.8万円,51.5万円,6.9万km,0,0,なし,2010,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイト,791,−,−,−,3395x1475x1510mm,790,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,22.5km/リットル,1,0,4,4,無し
301,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/19/939022090400802357004.html,79.2万円,87.2万円,1.7万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ファイアークォーツレッドＭ,16,−,−,−,3395x1475x1630mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,4,4,無し
302,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/11/965022081400904278002.html,35.9万円,43.8万円,1.7万km,0,0,2023年6月,2010,660,4,2WD,ガソリン,5D,4AT,0,マルーンブラウン（Ｐ）,945,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,20.2km/リットル,22.0km/リットル,1,1,4,4,無し
303,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700054079530220919001.html,158.8万円,171.8万円,1.6万km,0,0,車検整備付,2019,660,4,2WD,ガソリン,5D,CVT,0,シャイニンググレーメタリック,521,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,0,1,4,4,無し
304,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/11/700090010030220206001.html,188.8万円,203.8万円,0.6万km,0,1,2024年9月,2021,660,4,4WD,ガソリン,5D,CVT,0,サンドベージュメタリック,107,寒冷地仕様,−,−,3395x1475x1630mm,880,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,19.7km/リットル,−,−,1,0,5,5,無し
305,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/917022091000508008002.html,119.8万円,132.1万円,2.0万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,アイボリーパール,960,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
306,スズキ,ＭＲワゴン,https://www.goo-net.com/usedcar/spread/goo/16/700070549130220821003.html,19.8万円,29.8万円,12.5万km,0,1,車検整備付,2011,660,4,2WD,ガソリン,5D,インパネAT,0,アーバンブラウンパールメタリック,557,−,−,−,3395x1475x1625mm,810,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,23.0km/リットル,25.5km/リットル,1,1,4,4,無し
307,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/13/939022042500503287002.html,76万円,83万円,1.7万km,0,0,2024年8月,2021,660,4,2WD,ガソリン,5D,CVT,0,レモンスカッシュクリスタルＭ,86,−,−,−,3395x1475x1500mm,670,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,34.2km/リットル,−,1,1,5,5,無し
308,ダイハツ,ウェイク,https://www.goo-net.com/usedcar/spread/goo/15/965022082800208825012.html,86.9万円,95.2万円,5.9万km,0,0,2023年12月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,ブルーマイカメタリック,983,−,−,−,3395x1475x1835mm,1000,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,25.4km/リットル,−,1,1,4,4,無し
309,ダイハツ,ミラトコット,https://www.goo-net.com/usedcar/spread/goo/13/939022041800504026001.html,99万円,106万円,0.4万km,0,0,2024年6月,2021,660,4,2WD,ガソリン,5D,CVT,0,ファイアークォーツレッドＭ,976,−,−,−,3395x1475x1530mm,720,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,22.6km/リットル,29.8km/リットル,−,1,1,5,5,無し
310,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/13/700050412930220512002.html,129.9万円,--万円,1.7万km,0,1,なし,2015,660,4,2WD,ガソリン,5D,インパネAT,1,ブラックマイカメタリック,376,−,−,−,3395x1475x1600mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,24.8km/リットル,−,0,0,4,4,無し
311,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/13/700050649830211208002.html,64.8万円,79万円,2.4万km,0,0,2022年11月,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックＭ,225,−,−,−,3395x1475x1775mm,950,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,有 中度
312,マツダ,ＡＺワゴン,https://www.goo-net.com/usedcar/spread/goo/11/700091008030220928001.html,39万円,--万円,8.0万km,0,0,2024年9月,2007,660,4,4WD,ガソリン,5D,コラムAT,0,ブルーイッシュブラックパール３,955,−,−,−,3395x1475x1645mm,890,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,18.8km/リットル,1,0,4,4,無し
313,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/13/700050007430220823001.html,99.9万円,--万円,0.7万km,0,1,2024年5月,2021,660,4,2WD,ハイブリッド,5D,CVT,0,シルバー,462,−,−,−,3395x1475x1650mm,770,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25.2km/リットル,31.0km/リットル,−,0,0,5,5,無し
314,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/13/939022061700551410001.html,119万円,126.3万円,0.8万km,0,0,2024年10月,2021,660,4,2WD,ガソリン,5D,CVT,0,ライトローズマイカＭ,426,−,−,−,3395x1475x1600mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,5,5,無し
315,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/17/965022082701000849004.html,45.9万円,53.3万円,3.0万km,0,0,2023年1月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,761,−,−,−,3395x1475x1490mm,730,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,33.4km/リットル,−,1,1,4,4,無し
316,ダイハツ,タントエグゼ,https://www.goo-net.com/usedcar/spread/goo/13/939022052000503690002.html,55万円,60.7万円,5.5万km,0,1,2023年2月,2010,660,4,2WD,ガソリン,5D,コラムAT,1,クリムゾンブラッククリスタルマイカ,793,−,−,−,3395x1475x1730mm,920,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,19.0km/リットル,1,1,4,4,無し
317,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/17/700102005030211027001.html,165万円,173.6万円,0.1万km,0,1,2024年10月,2021,660,4,2WD,ハイブリッド,5D,CVT,0,ライトブルーＩＩ,307,−,−,−,3395x1475x1680mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25km/リットル,30.4km/リットル,−,1,1,5,5,無し
318,ダイハツ,ウェイク,https://www.goo-net.com/usedcar/spread/goo/13/939022092700502059001.html,151.8万円,158.4万円,0.2万km,0,0,2024年5月,2021,660,4,2WD,ガソリン,5D,CVT,1,レーザーブルークリスタルシャイン,598,−,−,−,3395x1475x1835mm,1020,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,16.9km/リットル,−,−,1,1,5,5,無し
319,ダイハツ,ウェイク,https://www.goo-net.com/usedcar/spread/goo/13/700050649830220826003.html,71.8万円,86万円,7.3万km,0,0,2023年3月,2016,660,4,2WD,ガソリン,5D,CVT,0,ＤグリーンＭ,823,−,−,−,3395x1475x1835mm,990,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,25.4km/リットル,−,1,1,4,4,有 軽度
