index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
31,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/15/700020868630220828002.html,153万円,--万円,7km,0,0,2025年8月,2022,660,4,2WD,ハイブリッド,5D,CVT,0,ライトブラウン,861,−,339,−,3395x1475x1785mm,870,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,21.2km/リットル,28.2km/リットル,−,0,0,5,5,無し
32,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/917022052800503347002.html,149.8万円,156.8万円,1.7万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,1,クリスタルブラック,399,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.0km/リットル,−,1,1,4,3,無し
33,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/13/980022012200501008004.html,115.7万円,131万円,3.2万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,紫,756,−,−,−,3395x1475x1775mm,960,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,0,1,4,5,無し
34,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/14/700116107230220311007.html,171.8万円,186.8万円,3km,1,0,2025年3月,2022,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,862,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,1,5,5,無し
35,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/16/939022061800708182002.html,72.8万円,80.6万円,3.9万km,0,0,2023年3月,2014,660,4,2WD,ガソリン,5D,CVT,0,ライトローズマイカＭ,987,−,−,−,3395x1475x1750mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,5,無し
36,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/19/700080006730220416001.html,133.8万円,139.8万円,4.2万km,0,1,2024年3月,2017,660,4,2WD,ガソリン,5D,CVT,0,レッドＭ,244,寒冷地仕様,−,−,3395x1475x1750mm,940,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,3,無し
37,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/16/939022083100705517002.html,121.8万円,129.3万円,430km,0,0,2024年12月,2021,660,4,2WD,ガソリン,5D,CVT,0,ライトローズマイカＭ,732,−,−,−,3395x1475x1600mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,5,5,無し
38,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/917022082500560168005.html,134万円,140.9万円,0.8万km,0,0,2023年5月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,モーニングミストブルーメタリック,716,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
39,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/13/700056065230211026001.html,68万円,78万円,3.0万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,アーバンブラウンＰＭ,929,−,−,−,3395x1475x1625mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,30.0km/リットル,−,1,1,4,4,無し
40,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/13/971022021700503548001.html,129.8万円,139.8万円,4.0万km,0,0,2023年8月,2016,660,4,2WD,ハイブリッド,5D,CVT,0,アクティブイエロー,646,−,−,−,3395x1475x1665mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,4,無し
41,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/13/971022062100510407002.html,129.8万円,137.7万円,3.0万km,0,0,2023年10月,2018,660,4,2WD,ハイブリッド,5D,インパネAT,0,アーバンブラウンパールメタリック,904,−,−,−,3395x1475x1650mm,790,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,33.4km/リットル,−,1,1,3,4,無し
42,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/19/939022090400802357010.html,35.2万円,43.2万円,11.1万km,0,0,2024年7月,2013,660,4,2WD,ガソリン,5D,CVT,1,ミラノレッド,209,−,−,−,3395x1475x1610mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,23.2km/リットル,−,1,1,3,3,無し
43,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/11/965022091101200924011.html,129.9万円,140.9万円,1.3万km,0,1,車検整備付,2019,660,4,4WD,ハイブリッド,5D,インパネAT,0,ブルーイッシュブラックパール３,30,−,−,−,3395x1475x1650mm,820,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.4km/リットル,−,1,1,4,4,無し
44,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/16/700070894430220923001.html,78.5万円,89.9万円,2.6万km,0,1,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,パープルＭ,969,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.2km/リットル,−,1,1,5,5,無し
45,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/11/700090361630190107001.html,58万円,70万円,2.7万km,0,0,なし,2012,660,4,2WD,ガソリン,5D,CVT,0,ブラック,962,−,−,−,3395x1475x1625mm,800,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,27.2km/リットル,−,1,0,4,4,有 軽度
46,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/700020443230220905001.html,99.8万円,108.5万円,10.7万km,0,1,2023年6月,2018,660,4,2WD,ガソリン,5D,CVT,0,プラチナホワイトパールＩＩ,218,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,0,4,4,無し
47,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/12/700052022330220827001.html,100万円,105万円,2.4万km,0,0,2023年10月,2014,660,4,2WD,ガソリン,5D,CVT,1,シルバー,192,−,−,−,3395x1475x1780mm,970,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,23.4km/リットル,−,1,1,4,4,無し
48,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/917022090900501678001.html,108万円,114.2万円,7.5万km,0,0,2024年2月,2017,660,4,2WD,ガソリン,5D,インパネAT,1,クリスタルブラックパール,852,−,−,−,3395x1475x1545mm,870,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,23.6km/リットル,−,1,1,5,4,無し
49,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/19/700080298430220610001.html,18.9万円,27.9万円,10.1万km,0,1,車検整備付,2008,660,4,2WD,ガソリン,5D,4AT,0,パールホワイトＩＩＩ,473,−,−,−,3395x1475x1630mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,20.0km/リットル,1,1,3,3,無し
50,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/15/700020117830220922001.html,129万円,147万円,1.7万km,0,0,車検整備付,2019,660,4,2WD,ガソリン,5D,CVT,0,ディープブルークリスタルマイカ,997,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,4,3,無し
51,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/18/700130044430220619001.html,46.5万円,62.6万円,11.0万km,0,0,なし,2013,660,4,2WD,ガソリン,5D,CVT,0,ファインブルーマイカメタリック,360,−,−,−,3395x1475x1635mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/7200rpm,−,−,25.0km/リットル,1,0,4,4,無し
52,三菱,ｅＫワゴン,https://www.goo-net.com/usedcar/spread/goo/17/939022080300708052018.html,39.8万円,48.3万円,3.4万km,0,0,車検整備付,2012,660,4,2WD,ガソリン,5D,インパネAT,0,クールシルバーＭ,998,−,−,−,3395x1475x1550mm,820,FF,無鉛レギュラーガソリン,50ps(37kW)/6500rpm,−,−,−,1,1,4,4,無し
53,ダイハツ,ミラココア,https://www.goo-net.com/usedcar/spread/goo/10/700030043530211117003.html,78万円,92万円,6.1万km,0,0,車検整備付,2017,660,4,4WD,ガソリン,5D,CVT,0,コットンアイボリー,511,寒冷地仕様,−,−,3395x1475x1530mm,870,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,26.8km/リットル,−,1,1,4,4,有 中度
54,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/11/700091013030220909001.html,129.8万円,152.7万円,6.9万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ブルーＩＩ,903,寒冷地仕様,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.6km/リットル,−,1,1,4,4,無し
55,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/17/700102061430220713004.html,159.9万円,--万円,20km,1,1,2024年10月,2021,660,4,2WD,ガソリン,5D,CVT,0,紺ＩＩ,469,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,25.2km/リットル,30.2km/リットル,−,1,0,5,5,無し
56,スバル,ステラ,https://www.goo-net.com/usedcar/spread/goo/16/700070812130220131001.html,25万円,35万円,11.3万km,0,1,2024年3月,2009,660,4,2WD,ガソリン,5D,CVT,1,シルバー,76,−,−,−,3395x1475x1645mm,890,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,18.8km/リットル,0,0,4,4,無し
57,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/11/700090129830220917001.html,37.8万円,47.5万円,9.7万km,0,1,2023年8月,2012,660,4,4WD,ガソリン,5D,CVT,0,ブラック,643,−,−,−,3395x1475x1675mm,910,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,21.0km/リットル,22.5km/リットル,0,1,4,4,無し
58,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/11/965022092400904278001.html,140.3万円,148.4万円,2.5万km,0,0,2024年1月,2021,660,4,2WD,ガソリン,5D,CVT,0,シャイニンググレー・メタリック,620,−,−,−,3395x1475x1705mm,850,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,23.2km/リットル,29.0km/リットル,−,1,1,5,5,無し
59,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/19/700080359130220614001.html,54.9万円,64.9万円,11.4万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,81,−,−,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,3,有 軽度
60,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/13/700050155930220819002.html,85.9万円,--万円,4.6万km,0,1,2023年5月,2014,660,4,2WD,ガソリン,5D,CVT,0,オレンジＩＩ,820,−,−,−,,,,ガソリン,,,,,1,1,3,4,無し
61,スズキ,エブリイワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700050326330220809005.html,47.5万円,--万円,12.2万km,0,0,2024年4月,2013,660,4,4WD,ガソリン,5D,インパネAT,1,ブラック,893,寒冷地仕様,−,−,3395x1475x1795mm,1010,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,15.0km/リットル,0,0,4,3,無し
62,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/13/917022080800500165005.html,169.8万円,177.7万円,0.2万km,0,1,2025年4月,2022,660,4,2WD,ガソリン,5D,インパネAT,1,クリスタルブラックパール,772,−,−,−,3395x1475x1705mm,870,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,21.2km/リットル,25.2km/リットル,−,1,1,5,5,無し
63,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/13/700056100430211222001.html,24.8万円,36万円,3.1万km,0,0,なし,2007,660,4,2WD,ガソリン,5D,4AT,0,マルーンブラウンＰ,355,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,0,3,4,無し
64,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/11/700090020430220417003.html,99万円,117.1万円,0.8万km,0,0,車検整備付,2016,660,4,4WD,ガソリン,5D,インパネAT,0,パープリッシュネイビーパール,306,寒冷地仕様,−,−,3395x1475x1620mm,880,フルタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.6km/リットル,−,1,1,4,5,無し
65,トヨタ,ピクシスジョイ,https://www.goo-net.com/usedcar/spread/goo/16/700070294030211002001.html,85万円,99.6万円,0.5万km,0,0,なし,2017,660,4,2WD,ガソリン,5D,インパネAT,0,ブライトシルバーメタリック,533,−,339,−,3395x1475x1600mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,5,5,無し
66,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/19/700110087530220520008.html,94.8万円,105.8万円,4.3万km,0,0,2023年11月,2016,660,4,4WD,ガソリン,5D,インパネAT,0,レッドＩＩ,297,寒冷地仕様,−,−,3395x1475x1600mm,890,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,26.8km/リットル,−,1,0,4,4,無し
67,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/16/700070074830220908001.html,133.8万円,139.8万円,4.7万km,0,0,車検整備付,2018,660,4,2WD,ガソリン,5D,CVT,0,ブラウン,681,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,有 軽度
68,マツダ,フレアワゴン,https://www.goo-net.com/usedcar/spread/goo/15/700020577030220922002.html,40.4万円,44.8万円,7.6万km,0,1,2023年9月,2013,660,4,2WD,ガソリン,5D,CVT,0,ライトブルー,883,−,−,−,3395x1475x1735mm,920,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,20.8km/リットル,−,1,1,4,4,無し
69,スズキ,パレット,https://www.goo-net.com/usedcar/spread/goo/11/700090002530220826001.html,38万円,48万円,5.9万km,0,1,車検整備付,2010,660,4,2WD,ガソリン,5D,CVT,0,クリアベージュメタリック,663,−,−,−,3395x1475x1735mm,910,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,20.0km/リットル,1,1,4,4,無し
