index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
0,ホンダ,Ｎ−ＢＯＸ＋カスタム,https://www.goo-net.com/usedcar/spread/goo/13/917022092400503715001.html,105.8万円,116.3万円,3.2万km,0,0,車検整備付,2012,660,4,4WD,ガソリン,5D,インパネAT,0,プレミアムディープロッソ・パール,42,−,−,−,3395x1475x1800mm,1050,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,20.6km/リットル,−,1,1,4,4,無し
1,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/15/700020027430220426003.html,91万円,--万円,8km,0,0,2025年3月,2022,660,4,2WD,ガソリン,5D,CVT,0,ブルー,646,寒冷地仕様,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,0,0,5,5,無し
2,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/15/700020059130180225001.html,39.5万円,--万円,6.0万km,0,1,なし,2010,660,4,2WD,ガソリン,5D,インパネAT,0,チェリーピンクパールメタリック,137,−,−,−,3395x1475x1510mm,790,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,22.5km/リットル,0,0,4,5,無し
3,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/19/917022070901100966003.html,95.8万円,106万円,3.3万km,0,0,車検整備付,2014,660,4,2WD,ガソリン,5D,インパネAT,0,クールミストメタリック,132,−,−,−,3395x1475x1780mm,950,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,24.2km/リットル,−,1,1,4,4,無し
4,スズキ,アルト,https://www.goo-net.com/usedcar/spread/goo/15/700060247230220131001.html,9.8万円,--万円,4.2万km,0,0,なし,2007,660,4,2WD,ガソリン,5D,3AT,0,シルバーＭ,532,−,−,−,3395x1475x1500mm,720,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,24.0km/リットル,1,0,3,3,無し
5,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/15/700020676530220716002.html,19.8万円,30.9万円,6.3万km,0,0,車検整備付,2007,660,4,2WD,ガソリン,5D,4AT,0,ツートン,192,−,−,−,3395x1475x1615mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,18.6km/リットル,0,1,3,4,無し
6,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/12/700040065230211226001.html,53.9万円,60万円,9.9万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,204,−,−,−,3395x1475x1635mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/7200rpm,−,−,25.0km/リットル,0,1,3,3,無し
7,スズキ,アルト,https://www.goo-net.com/usedcar/spread/goo/12/700040057730220531006.html,32.7万円,40.9万円,7.3万km,0,0,車検整備付,2010,660,4,4WD,ガソリン,5D,CVT,0,ライトブルー,825,−,−,−,3395x1475x1545mm,810,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,21.8km/リットル,23.5km/リットル,1,1,4,3,有 中度
8,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/13/700055085030220506002.html,59万円,--万円,6.8万km,0,0,なし,2013,660,4,2WD,ガソリン,5D,AT,0,パール,42,−,339,−,3395x1475x1660mm,790,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,30.0km/リットル,−,1,0,4,4,無し
9,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/14/700903034630220326001.html,212万円,--万円,5km,0,0,2024年12月,2021,660,4,4WD,ガソリン,5D,CVT,0,パールホワイト,479,−,339,−,3395x1475x1815mm,990,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,19km/リットル,23.0km/リットル,−,1,0,5,5,無し
10,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/17/700100196330220730002.html,33万円,--万円,3.5万km,0,0,2022年11月,2009,660,4,4WD,ガソリン,5D,5MT,0,シルキーシルバーメタリック,483,−,−,−,3395x1475x1660mm,850,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.5km/リットル,0,1,4,4,無し
11,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/16/700012402930220519002.html,92万円,99万円,4.4万km,0,0,2024年2月,2015,660,4,4WD,ガソリン,5D,CVT,1,パールホワイト,512,−,−,−,3395x1475x1660mm,870,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.2km/リットル,−,1,1,4,4,無し
12,三菱,ｅＫカスタム,https://www.goo-net.com/usedcar/spread/goo/19/939022071001100853001.html,102万円,113万円,2.3万km,0,0,2024年6月,2015,660,4,2WD,ガソリン,5D,CVT,1,シルキーホワイト,184,−,−,−,3395x1475x1620mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,21.4km/リットル,−,1,1,4,4,無し
13,スズキ,ＭＲワゴン,https://www.goo-net.com/usedcar/spread/goo/17/700100199930210814002.html,16万円,24万円,10.3万km,0,0,なし,2007,660,4,2WD,ガソリン,5D,インパネAT,0,ミルクティーベージュメタリック,199,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,0,1,4,3,無し
14,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/18/700130093030220404001.html,55万円,59.8万円,5.1万km,0,0,2024年3月,2013,660,4,2WD,ガソリン,5D,CVT,0,アラバスターシルバーメタリック,110,−,−,−,3395x1475x1610mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,0,4,4,有 軽度
15,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/917022052700500170001.html,150.8万円,158.2万円,2.5万km,0,0,2023年5月,2018,660,4,2WD,ガソリン,5D,インパネAT,1,サンセットオレンジＩＩ,657,−,−,−,3395x1475x1545mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,23.6km/リットル,−,1,1,4,4,無し
16,スズキ,ＭＲワゴン,https://www.goo-net.com/usedcar/spread/goo/17/700100270630220225001.html,29万円,39万円,8.4万km,0,0,車検整備付,2009,660,4,2WD,ガソリン,5D,4AT,0,ブラウン,765,−,−,−,3395x1475x1610mm,830,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,20.0km/リットル,1,1,4,3,無し
17,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/14/700115749330210608015.html,77万円,90万円,3.8万km,0,0,車検整備付,2014,660,4,2WD,ガソリン,5D,インパネAT,0,オレンジホワイトツートン,886,−,−,−,3395x1475x1665mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,29.2km/リットル,−,1,1,4,4,無し
18,スズキ,スペーシアカスタムＺ,https://www.goo-net.com/usedcar/spread/goo/16/700070778530220707001.html,124.8万円,142万円,1.5万km,0,0,なし,2016,660,4,2WD,ハイブリッド,5D,CVT,0,パールホワイト,22,−,339,−,3395x1475x1735mm,870,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.6km/リットル,−,0,1,5,4,無し
19,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/700020244530220913004.html,158万円,--万円,3.6万km,0,0,2023年6月,2018,660,4,2WD,ガソリン,5D,CVT,0,パール,410,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,0,5,4,無し
20,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/15/700020059130180225001.html,39.5万円,--万円,6.0万km,0,1,なし,2010,660,4,2WD,ガソリン,5D,インパネAT,0,チェリーピンクパールメタリック,137,−,−,−,3395x1475x1510mm,790,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,22.5km/リットル,0,0,4,5,無し
21,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/19/917022070901100966003.html,95.8万円,106万円,3.3万km,0,0,車検整備付,2014,660,4,2WD,ガソリン,5D,インパネAT,0,クールミストメタリック,132,−,−,−,3395x1475x1780mm,950,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,24.2km/リットル,−,1,1,4,4,無し
22,スズキ,アルト,https://www.goo-net.com/usedcar/spread/goo/15/700060247230220131001.html,9.8万円,--万円,4.2万km,0,0,なし,2007,660,4,2WD,ガソリン,5D,3AT,0,シルバーＭ,532,−,−,−,3395x1475x1500mm,720,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,24.0km/リットル,1,0,3,3,無し
23,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/15/700020676530220716002.html,19.8万円,30.9万円,6.3万km,0,0,車検整備付,2007,660,4,2WD,ガソリン,5D,4AT,0,ツートン,192,−,−,−,3395x1475x1615mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,18.6km/リットル,0,1,3,4,無し
24,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/12/700040065230211226001.html,53.9万円,60万円,9.9万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,204,−,−,−,3395x1475x1635mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/7200rpm,−,−,25.0km/リットル,0,1,3,3,無し
25,スズキ,アルト,https://www.goo-net.com/usedcar/spread/goo/12/700040057730220531006.html,32.7万円,40.9万円,7.3万km,0,0,車検整備付,2010,660,4,4WD,ガソリン,5D,CVT,0,ライトブルー,825,−,−,−,3395x1475x1545mm,810,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,21.8km/リットル,23.5km/リットル,1,1,4,3,有 中度
26,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/13/700055085030220506002.html,59万円,--万円,6.8万km,0,0,なし,2013,660,4,2WD,ガソリン,5D,AT,0,パール,42,−,339,−,3395x1475x1660mm,790,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,30.0km/リットル,−,1,0,4,4,無し
27,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/14/700903034630220326001.html,212万円,--万円,5km,0,0,2024年12月,2021,660,4,4WD,ガソリン,5D,CVT,0,パールホワイト,479,−,339,−,3395x1475x1815mm,990,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,19km/リットル,23.0km/リットル,−,1,0,5,5,無し
28,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/17/700100196330220730002.html,33万円,--万円,3.5万km,0,0,2022年11月,2009,660,4,4WD,ガソリン,5D,5MT,0,シルキーシルバーメタリック,483,−,−,−,3395x1475x1660mm,850,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.5km/リットル,0,1,4,4,無し
29,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/16/700012402930220519002.html,92万円,99万円,4.4万km,0,0,2024年2月,2015,660,4,4WD,ガソリン,5D,CVT,1,パールホワイト,512,−,−,−,3395x1475x1660mm,870,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.2km/リットル,−,1,1,4,4,無し
30,三菱,ｅＫカスタム,https://www.goo-net.com/usedcar/spread/goo/19/939022071001100853001.html,102万円,113万円,2.3万km,0,0,2024年6月,2015,660,4,2WD,ガソリン,5D,CVT,1,シルキーホワイト,184,−,−,−,3395x1475x1620mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,21.4km/リットル,−,1,1,4,4,無し
31,スズキ,ＭＲワゴン,https://www.goo-net.com/usedcar/spread/goo/17/700100199930210814002.html,16万円,24万円,10.3万km,0,0,なし,2007,660,4,2WD,ガソリン,5D,インパネAT,0,ミルクティーベージュメタリック,199,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,0,1,4,3,無し
32,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/18/700130093030220404001.html,55万円,59.8万円,5.1万km,0,0,2024年3月,2013,660,4,2WD,ガソリン,5D,CVT,0,アラバスターシルバーメタリック,110,−,−,−,3395x1475x1610mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,0,4,4,有 軽度
33,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/917022052700500170001.html,150.8万円,158.2万円,2.5万km,0,0,2023年5月,2018,660,4,2WD,ガソリン,5D,インパネAT,1,サンセットオレンジＩＩ,657,−,−,−,3395x1475x1545mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,23.6km/リットル,−,1,1,4,4,無し
34,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/906022071800201138002.html,135.3万円,--万円,0.8万km,0,0,なし,2019,660,4,2WD,ハイブリッド,5D,インパネAT,0,スパークリングレッドＭＩＩ,236,−,339,−,3395x1475x1640mm,860,FF,無鉛レギュラーガソリン,52ps(38kW)/6400rpm,21.2km/リットル,28.6km/リットル,−,1,1,4,5,無し
35,三菱,ｅＫワゴン,https://www.goo-net.com/usedcar/spread/goo/14/906022091100100267001.html,48万円,55万円,6.7万km,0,0,2023年1月,2014,660,4,4WD,ガソリン,5D,インパネAT,0,ブラウン,848,−,−,−,3395x1475x1620mm,880,フルタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.6km/リットル,−,1,1,4,4,無し
36,スズキ,パレット,https://www.goo-net.com/usedcar/spread/goo/12/700040369530210608001.html,35万円,45万円,6.9万km,0,0,車検整備付,2009,660,4,2WD,ガソリン,5D,4AT,0,ベージュ,576,−,−,−,3395x1475x1735mm,900,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,20.0km/リットル,1,1,4,4,無し
37,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/19/700080165230211002002.html,118万円,129万円,1.1万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ブルーＭ,622,−,−,−,3395x1475x1655mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.4km/リットル,−,1,1,4,4,無し
38,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/11/700091007530220914001.html,72.5万円,--万円,5.8万km,0,0,車検整備付,2015,660,4,4WD,ガソリン,5D,インパネAT,0,ブルーＩＩ,223,−,−,−,3395x1475x1790mm,990,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,20.8km/リットル,23.5km/リットル,0,1,4,4,有 軽度
39,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/10/700030053730220706002.html,108.8万円,117万円,5.9万km,0,0,車検整備付,2017,660,4,4WD,ガソリン,5D,インパネAT,0,シルキーブルーパール,177,寒冷地仕様,339,−,3395x1475x1655mm,970,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,27.4km/リットル,−,1,1,4,3,有 軽度
40,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/11/700090106730211006002.html,69.8万円,76.5万円,6.3万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,インパネAT,0,ヒダマリアイボリーパール,815,−,−,−,3395x1475x1770mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,22.2km/リットル,24.5km/リットル,1,1,4,4,無し
41,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/19/700080261830220529003.html,89万円,--万円,5.5万km,0,0,なし,2017,660,4,2WD,ガソリン,5D,CVT,0,クリスタルブラックパール,158,−,−,−,3395x1475x1780mm,950,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,25.6km/リットル,−,1,1,4,4,無し
42,スズキ,アルトラパンショコラ,https://www.goo-net.com/usedcar/spread/goo/16/971022051900706902002.html,86.9万円,98.9万円,4.4万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,カシスピンクパールメタリック,943,−,−,−,3395x1475x1515mm,800,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,26.0km/リットル,−,1,1,4,4,無し
43,三菱,ｅＫワゴン,https://www.goo-net.com/usedcar/spread/goo/16/700070047630211021001.html,17.8万円,--万円,2.8万km,0,1,車検整備付,2008,660,4,2WD,ガソリン,5D,インパネAT,0,ベージュ,146,−,−,−,3395x1475x1550mm,800,FF,無鉛レギュラーガソリン,50ps(37kW)/6500rpm,−,−,−,1,1,5,5,無し
44,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/16/971022041800720126001.html,89.8万円,104.8万円,3.1万km,0,0,車検整備付,2017,660,4,2WD,ハイブリッド,5D,CVT,0,ブリスクブルーメタリック,296,−,−,−,3395x1475x1735mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,4,無し
45,ダイハツ,アトレーワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700055085030220804002.html,135万円,--万円,2.8万km,0,0,なし,2016,660,4,2WD,ガソリン,5D,4AT,1,グレー,903,−,339,−,3395x1475x1875mm,990,FR,無鉛レギュラーガソリン,64ps(47kW)/5700rpm,−,14.8km/リットル,−,1,0,4,4,無し
46,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/19/700084016130220731003.html,19.8万円,--万円,7.1万km,0,0,なし,2007,660,4,2WD,ガソリン,5D,インパネAT,0,オレンジ,721,−,339,−,3395x1475x1630mm,810,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,23.5km/リットル,1,1,3,4,無し
47,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/11/700090432130220129001.html,108.9万円,118.7万円,0.2万km,0,0,2022年11月,2020,660,4,4WD,ガソリン,5D,4AT,0,ホワイト,855,−,−,−,3395x1475x1895mm,910,パートタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6200rpm,16.9km/リットル,20.0km/リットル,−,0,1,5,5,無し
48,„Ū„ó„Ą,£Ī”Ż£Ā£Ļ£Ų„«„¹„æ„ą,https://www.goo-net.com/usedcar/spread/goo/19/961022080700803466008.html,88.9万円,96.9万円,7.4万km,0,0,2024年7月,2013,660,4,2WD,ガソリン,5D,AT,0,ポリッシュドメタルメタリック,22,−,−,−,3395x1475x1780mm,980,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,18.8km/リットル,−,0,0,3,3,無し
49,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/15/700060195730220605001.html,91万円,102万円,0.1万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ワインＭ,815,−,−,−,3395x1475x1600mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,5,5,無し
50,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/15/700920052630220722001.html,9.8万円,18.3万円,11.7万km,0,0,なし,2009,660,4,2WD,ガソリン,5D,4AT,0,ピンクＭ,901,−,339,−,3395x1475x1510mm,790,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,22.5km/リットル,0,0,3,4,無し
51,ホンダ,ゼストスパーク,https://www.goo-net.com/usedcar/spread/goo/13/917022080200561413001.html,39.7万円,47.3万円,5.7万km,0,0,2022年12月,2009,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムバイオレットパール,454,−,−,−,3395x1475x1645mm,910,FF,無鉛レギュラーガソリン,52ps(38kW)/6700rpm,−,−,20.0km/リットル,1,1,3,4,無し
52,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/16/700070657230220606001.html,85万円,--万円,8.9万km,0,0,2023年5月,2012,660,4,2WD,ガソリン,5D,CVT,1,ブラック,470,−,339,−,3395x1475x1780mm,980,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,18.8km/リットル,21.0km/リットル,1,1,4,4,無し
53,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700050010130220811001.html,29.8万円,--万円,10.3万km,0,0,2023年5月,2012,660,4,2WD,ガソリン,5D,CVT,0,ブラック,298,−,−,−,3395x1475x1750mm,920,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,18.8km/リットル,1,0,3,4,有 軽度
54,スズキ,パレット,https://www.goo-net.com/usedcar/spread/goo/12/700040350230220913003.html,49.8万円,69.8万円,4.7万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,インパネAT,0,アクアベールブルーパールメタリック,961,−,−,−,3395x1475x1735mm,930,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,20.2km/リットル,22.5km/リットル,1,1,4,4,無し
55,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/16/971022041800720126001.html,89.8万円,104.8万円,3.1万km,0,0,車検整備付,2017,660,4,2WD,ハイブリッド,5D,CVT,0,ブリスクブルーメタリック,296,−,−,−,3395x1475x1735mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,4,4,無し
56,ダイハツ,アトレーワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700055085030220804002.html,135万円,--万円,2.8万km,0,0,なし,2016,660,4,2WD,ガソリン,5D,4AT,1,グレー,903,−,339,−,3395x1475x1875mm,990,FR,無鉛レギュラーガソリン,64ps(47kW)/5700rpm,−,14.8km/リットル,−,1,0,4,4,無し
57,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/19/700084016130220731003.html,19.8万円,--万円,7.1万km,0,0,なし,2007,660,4,2WD,ガソリン,5D,インパネAT,0,オレンジ,721,−,339,−,3395x1475x1630mm,810,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,23.5km/リットル,1,1,3,4,無し
58,スズキ,エブリイ,https://www.goo-net.com/usedcar/spread/goo/11/700090432130220129001.html,108.9万円,118.7万円,0.2万km,0,0,2022年11月,2020,660,4,4WD,ガソリン,5D,4AT,0,ホワイト,855,−,−,−,3395x1475x1895mm,910,パートタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6200rpm,16.9km/リットル,20.0km/リットル,−,0,1,5,5,無し
59,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/19/961022080700803466008.html,88.9万円,96.9万円,7.4万km,0,0,2024年7月,2013,660,4,2WD,ガソリン,5D,AT,0,ポリッシュドメタルメタリック,22,−,−,−,3395x1475x1780mm,980,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,18.8km/リットル,−,0,0,3,3,無し
60,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/15/700060238330190315005.html,61万円,72万円,3.2万km,0,0,車検整備付,2016,660,4,2WD,ガソリン,5D,インパネAT,0,ブルーイッシュブラックパール３,650,−,−,−,3395x1475x1640mm,780,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,28.8km/リットル,−,1,1,4,4,無し
61,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/13/700040004630220407003.html,50万円,59万円,3.5万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ブラウン,112,−,−,−,3395x1475x1490mm,730,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,−,35.2km/リットル,−,1,1,4,4,無し
62,ダイハツ,ウェイク,https://www.goo-net.com/usedcar/spread/goo/17/700100143930220531001.html,137万円,--万円,5.4万km,0,0,2023年1月,2016,660,4,2WD,ガソリン,5D,インパネAT,1,ブラックＭ,264,−,−,−,3395x1475x1835mm,1020,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,23.8km/リットル,−,1,1,5,4,無し
63,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/19/917022072400800232003.html,169万円,176.7万円,0.5万km,0,0,2025年1月,2022,660,4,2WD,ガソリン,5D,インパネAT,1,フレームレッド,610,−,−,−,3395x1475x1705mm,870,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,21.2km/リットル,25.2km/リットル,−,1,1,5,5,無し
64,日産,ピノ,https://www.goo-net.com/usedcar/spread/goo/12/700040337430220228002.html,7万円,14万円,10.2万km,0,0,2024年9月,2007,660,4,2WD,ガソリン,5D,4AT,0,Ｌグリーン,127,−,−,−,3395x1475x1500mm,770,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.5km/リットル,0,0,3,3,無し
65,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/17/700100268330220830001.html,53.8万円,--万円,2.0万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,4AT,0,シルバー,417,−,−,−,3395x1475x1660mm,860,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,22.8km/リットル,25.0km/リットル,1,1,4,4,無し
66,ダイハツ,ミラ,https://www.goo-net.com/usedcar/spread/goo/17/700100199930191022007.html,17万円,25万円,8.2万km,0,0,車検整備付,2008,660,4,2WD,ガソリン,5D,3AT,0,パールホワイトＩＩＩ,251,−,−,−,3395x1475x1530mm,740,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,25.0km/リットル,0,1,3,4,無し
67,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/12/700040207430211205001.html,109万円,--万円,5.8万km,0,0,2023年3月,2012,660,4,4WD,ガソリン,3D,4AT,1,スペリアホワイト,747,−,339,−,3395x1475x1680mm,970,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,16.4km/リットル,1,0,4,4,無し
68,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/13/971021112000507019001.html,35万円,44.7万円,4.9万km,0,0,車検整備付,2010,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,674,−,−,−,3395x1475x1660mm,840,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,23.6km/リットル,25.0km/リットル,1,1,3,4,無し
69,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/13/963022082200505297001.html,229.8万円,239.8万円,0.6万km,0,0,2024年5月,2021,660,4,4WD,ガソリン,3D,5MT,1,グリーン,400,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,0,4,4,無し
70,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/19/939022073100104320004.html,108万円,116万円,0.4万km,0,0,2025年1月,2022,660,4,2WD,ガソリン,5D,CVT,0,ホワイト,964,−,−,−,3395x1475x1630mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,20.7km/リットル,26.4km/リットル,−,1,1,5,5,無し
