index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
284,ホンダ,Ｎ−ＢＯＸスラッシュ,https://www.goo-net.com/usedcar/spread/goo/10/700030310930220910003.html,149.9万円,--万円,2.3万km,0,0,2024年1月,2017,660,4,4WD,ガソリン,5D,CVT,0,ブラウンＭ,232,−,−,−,3395x1475x1685mm,970,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,24.8km/リットル,−,1,0,4,4,無し
285,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/12/700040350630220726001.html,79.8万円,98.8万円,1.6万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,ピンク,547,−,−,−,3395x1475x1620mm,840,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,25.8km/リットル,−,1,1,5,5,無し
286,ダイハツ,ミラココア,https://www.goo-net.com/usedcar/spread/goo/13/700055085030220212003.html,89万円,--万円,1.4万km,0,0,なし,2014,660,4,2WD,ガソリン,5D,CVT,0,ブラウン,158,−,339,−,3395x1475x1560mm,810,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,26.0km/リットル,27.5km/リットル,1,0,5,5,有 軽度
287,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/15/700020770830220804001.html,59.0万円,66.3万円,5.6万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,ブラックＭ,507,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,29.0km/リットル,−,1,1,4,4,無し
288,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/11/700090249530211215003.html,9万円,22.8万円,13.2万km,0,0,車検整備付,2007,660,4,2WD,ガソリン,5D,コラムAT,0,ブラック,228,−,−,−,3395x1475x1635mm,840,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,20.0km/リットル,1,1,3,4,無し
289,スズキ,アルト,https://www.goo-net.com/usedcar/spread/goo/12/700040280330220605005.html,35万円,45万円,5.7万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,ホワイト,238,−,−,−,3395x1475x1475mm,650,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,37.0km/リットル,−,1,1,3,3,無し
290,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/19/939022022100802580001.html,83万円,93万円,0.7万km,0,0,2024年5月,2021,660,4,2WD,ガソリン,5D,CVT,0,ホワイト,489,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,1,1,5,4,無し
291,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/19/939022042600802580004.html,83万円,93万円,1.0万km,0,0,2024年1月,2021,660,4,2WD,ガソリン,5D,CVT,0,シャイニングホワイトパール,38,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,1,1,5,5,無し
292,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/19/939022042600802580005.html,83万円,93万円,0.8万km,0,0,2024年3月,2021,660,4,2WD,ガソリン,5D,CVT,0,シャイニングホワイトパール,125,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,1,1,5,5,無し
293,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/16/700070541230220709001.html,139.8万円,149.8万円,0.6万km,0,1,2023年3月,2020,660,4,2WD,ガソリン,5D,CVT,0,シルバーＭ,839,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.8km/リットル,27.0km/リットル,−,1,1,4,5,無し
294,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/13/700051057630220827002.html,29万円,38万円,5.8万km,0,0,2024年3月,2009,660,4,2WD,ガソリン,5D,4AT,0,ピンク,757,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,1,3,4,無し
295,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/700050326330220711002.html,92.5万円,--万円,1.0万km,0,0,2024年4月,2021,660,4,2WD,ガソリン,5D,AT,0,パールホワイト,988,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,0,0,5,5,有 軽度
296,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/15/700060031630220621001.html,108万円,--万円,6.8万km,0,0,車検整備付,2011,660,4,4WD,ガソリン,3D,4AT,0,パールホワイト,11,−,−,−,3395x1475x1680mm,980,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,16.4km/リットル,1,1,4,4,無し
297,ホンダ,ライフ,https://www.goo-net.com/usedcar/spread/goo/12/700040057730211227007.html,62.3万円,70.6万円,4.6万km,0,0,車検整備付,2011,660,4,4WD,ガソリン,5D,4AT,0,シルバーＭ,231,−,−,−,3395x1475x1630mm,900,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/7100rpm,−,17.0km/リットル,19.4km/リットル,1,1,4,4,無し
298,ホンダ,ライフ,https://www.goo-net.com/usedcar/spread/goo/10/700030049030190525001.html,59万円,69.8万円,5.7万km,0,0,車検整備付,2010,660,4,4WD,ガソリン,5D,インパネAT,0,アドミラルグレーメタリック,164,−,−,−,3395x1475x1630mm,920,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/7100rpm,−,−,19.4km/リットル,1,1,4,4,無し
299,日産,キックス,https://www.goo-net.com/usedcar/spread/goo/11/700090221030220307002.html,86.8万円,99万円,6.0万km,0,0,車検整備付,2011,660,4,4WD,ガソリン,3D,4AT,1,ブラックＭ,853,−,−,−,3395x1475x1635mm,980,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,−,1,1,4,4,無し
300,スズキ,ＭＲワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700056130630220218001.html,24万円,35万円,5.7万km,0,0,車検整備付,2007,660,4,2WD,ガソリン,5D,4AT,0,ガンＭ,314,−,−,−,3395x1475x1610mm,830,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,20.0km/リットル,0,1,3,4,無し
301,マツダ,フレア,https://www.goo-net.com/usedcar/spread/goo/17/700100120030220812001.html,56万円,--万円,7.7万km,0,0,なし,2015,660,4,4WD,ガソリン,5D,インパネAT,0,ホワイト,64,−,−,−,3395x1475x1640mm,830,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,27.8km/リットル,−,0,0,5,4,無し
302,ダイハツ,エッセ,https://www.goo-net.com/usedcar/spread/goo/12/700040343530220621003.html,29.8万円,39.8万円,2.5万km,0,0,車検整備付,2009,660,4,2WD,ガソリン,5D,3AT,0,イエロー,146,−,339,−,3395x1475x1470mm,700,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,26.0km/リットル,1,1,4,4,無し
303,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/11/700090124130220608001.html,49.8万円,56.3万円,5.1万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,グリーン,896,−,−,−,3395x1475x1625mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,30.0km/リットル,−,1,1,4,4,無し
304,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/19/939022022100802580001.html,83万円,93万円,0.7万km,0,0,2024年5月,2021,660,4,2WD,ガソリン,5D,CVT,0,ホワイト,489,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,1,1,5,4,無し
305,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/19/939022042600802580004.html,83万円,93万円,1.0万km,0,0,2024年1月,2021,660,4,2WD,ガソリン,5D,CVT,0,シャイニングホワイトパール,38,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,1,1,5,5,無し
306,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/19/939022042600802580005.html,83万円,93万円,0.8万km,0,0,2024年3月,2021,660,4,2WD,ガソリン,5D,CVT,0,シャイニングホワイトパール,125,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,1,1,5,5,無し
307,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/13/700051057630220827002.html,29万円,38万円,5.8万km,0,0,2024年3月,2009,660,4,2WD,ガソリン,5D,4AT,0,ピンク,757,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,1,3,4,無し
308,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/700050326330220711002.html,92.5万円,--万円,1.0万km,0,0,2024年4月,2021,660,4,2WD,ガソリン,5D,AT,0,パールホワイト,988,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,0,0,5,5,有 軽度
309,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/15/700060031630220621001.html,108万円,--万円,6.8万km,0,0,車検整備付,2011,660,4,4WD,ガソリン,3D,4AT,0,パールホワイト,11,−,−,−,3395x1475x1680mm,980,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,16.4km/リットル,1,1,4,4,無し
310,スズキ,スペーシアカスタムＺ,https://www.goo-net.com/usedcar/spread/goo/10/700031054430220609001.html,144.8万円,157.8万円,2.1万km,0,0,車検整備付,2017,660,4,4WD,ハイブリッド,5D,CVT,0,フェニックスレッドパールＩＩ,144,−,−,−,3395x1475x1740mm,940,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.6km/リットル,−,1,1,5,4,無し
311,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/12/700040343530220407003.html,69.8万円,84.8万円,0.6万km,0,0,2022年12月,2017,660,4,2WD,ガソリン,5D,CVT,0,ブロッサムピンクＭ,815,−,339,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,23.2km/リットル,−,1,1,4,5,無し
312,日産,モコ,https://www.goo-net.com/usedcar/spread/goo/15/700040397330181024004.html,29.8万円,--万円,6.3万km,0,0,なし,2010,660,4,2WD,ガソリン,5D,インパネAT,0,ブラウン,704,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,20.2km/リットル,22.0km/リットル,1,0,4,4,無し
313,スズキ,パレット,https://www.goo-net.com/usedcar/spread/goo/13/700051057630180307002.html,43万円,55.1万円,5.9万km,0,0,なし,2009,660,4,2WD,ガソリン,5D,インパネAT,0,レッド,484,−,−,−,3395x1475x1735mm,900,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,20.0km/リットル,1,0,4,4,無し
314,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/11/700090270530220413003.html,153.9万円,165.5万円,4.0万km,0,0,車検整備付,2017,660,4,4WD,ガソリン,5D,インパネAT,0,パールホワイトＩＩＩ,5,−,339,−,3395x1475x1750mm,990,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,25.8km/リットル,−,1,1,4,5,無し
315,ダイハツ,ミラココア,https://www.goo-net.com/usedcar/spread/goo/11/700090248230220906001.html,38万円,--万円,11.0万km,0,0,車検整備付,2010,660,4,2WD,ガソリン,5D,インパネAT,0,ココアベージュマイカメタリック,116,−,−,−,3395x1475x1530mm,800,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,23.5km/リットル,1,1,3,4,無し
316,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/13/939022010700504913001.html,93.5万円,100.3万円,3.0万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,ファイアークォーツレッドＭ,975,−,−,−,3395x1475x1600mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,4,4,無し
317,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/11/700090234530211213003.html,79.9万円,92万円,7.3万km,0,0,車検整備付,2014,660,4,4WD,ガソリン,5D,CVT,0,プレミアムブルームーンパール,484,−,−,−,3395x1475x1675mm,870,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,26.0km/リットル,−,1,1,4,4,無し
318,スズキ,ＭＲワゴン,https://www.goo-net.com/usedcar/spread/goo/11/700990017930220926001.html,69.8万円,79.8万円,5.9万km,0,0,2023年10月,2013,660,4,4WD,ガソリン,5D,インパネAT,0,パープル,406,−,−,−,3395x1475x1625mm,860,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,21.0km/リットル,23.0km/リットル,0,0,4,4,無し
319,三菱,ｅＫクロススペース,https://www.goo-net.com/usedcar/spread/goo/12/907022082000400101002.html,152万円,158万円,3.2万km,0,1,2024年2月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,1,ガンメタリック,972,寒冷地仕様,−,−,3395x1475x1780mm,970,FF,無鉛レギュラーガソリン,64ps(47kW)/5600rpm,18.8km/リットル,23.8km/リットル,−,1,1,4,4,無し
320,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/17/700100199930190112001.html,22万円,30万円,9.4万km,0,0,車検整備付,2007,660,4,2WD,ガソリン,5D,コラムAT,1,スパークブラックパール,583,−,−,−,3395x1475x1635mm,870,FF,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,19.4km/リットル,0,1,3,3,無し
321,ダイハツ,ムーヴコンテ,https://www.goo-net.com/usedcar/spread/goo/19/939022050900802580001.html,64万円,72万円,7.0万km,0,0,車検整備付,2012,660,4,2WD,ガソリン,5D,コラムAT,0,ブラックマイカＭ,181,−,−,−,3395x1475x1655mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/7200rpm,−,−,25.5km/リットル,1,1,4,4,無し
322,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/19/700080343430220227001.html,129万円,135.4万円,2.4万km,0,0,2022年10月,2017,660,4,2WD,ガソリン,5D,インパネAT,0,レッド／ブラックツートン,948,−,−,−,3395x1475x1655mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.4km/リットル,−,1,1,3,4,無し
323,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/19/700080343430210324003.html,143万円,153.2万円,3.2万km,0,0,なし,2017,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラックパール,479,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
324,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/700020227430220803010.html,139.9万円,151.8万円,4.0万km,0,0,なし,2018,660,4,2WD,ガソリン,5D,CVT,0,Ｐベルベットパープルパール＋,45,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
325,ダイハツ,ムーヴコンテ,https://www.goo-net.com/usedcar/spread/goo/18/700130089830211114001.html,43万円,48万円,5.2万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,コラムAT,0,ホワイト,474,−,−,−,3395x1475x1640mm,880,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,21.5km/リットル,0,1,3,4,有 軽度
326,ダイハツ,ミラココア,https://www.goo-net.com/usedcar/spread/goo/15/700060195730220511001.html,105万円,116万円,3.3万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,ベージュＩＩ,996,−,−,−,3395x1475x1560mm,810,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,23.5km/リットル,1,1,5,4,無し
327,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/17/700100198230220914001.html,188万円,198万円,2.3万km,0,0,2023年7月,2018,660,4,2WD,ガソリン,5D,CVT,1,パールホワイト,964,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.0km/リットル,−,1,1,4,4,無し
328,三菱,ｅＫワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700040004630220430003.html,60万円,69万円,1.8万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,0,ピンク,178,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,23.2km/リットル,−,1,1,4,4,無し
329,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/17/700100069630220715002.html,19万円,25万円,14.9万km,0,0,2022年11月,2009,660,4,4WD,ガソリン,5D,インパネAT,1,シルバー,404,−,−,−,3395x1475x1750mm,1010,フルタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,17.8km/リットル,0,1,3,4,無し
330,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/19/917021110200840482003.html,68.8万円,80.3万円,7.7万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,インパネAT,0,カトラリーシルバーメタリック,623,−,−,−,3395x1475x1655mm,820,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.2km/リットル,−,1,1,4,4,無し
331,マツダ,ＡＺワゴンカスタムスタイル,https://www.goo-net.com/usedcar/spread/goo/17/700100199930170801001.html,30万円,38万円,9.6万km,0,0,車検整備付,2009,660,4,2WD,ガソリン,5D,インパネAT,0,ワインＭ,843,−,−,−,3395x1475x1675mm,840,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,0,1,3,4,無し
332,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/17/700101005030220704001.html,99.8万円,107.2万円,2.7万km,0,0,2023年1月,2018,660,4,2WD,ガソリン,5D,CVT,0,ブルーイッシュブラックパール３,267,−,−,−,3395x1475x1650mm,770,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,26.8km/リットル,−,0,1,5,5,無し
333,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/11/939022060700902533002.html,108万円,118万円,3.4万km,0,0,車検整備付,2013,660,4,4WD,ガソリン,5D,CVT,0,プレミアムイエローパール２,292,−,−,−,3395x1475x1630mm,890,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,25.0km/リットル,−,1,1,4,4,無し
334,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/13/700050421930220707001.html,64万円,70.9万円,4.7万km,0,0,2022年12月,2013,660,4,2WD,ガソリン,5D,CVT,0,パープル,800,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,23.2km/リットル,−,1,0,4,4,無し
335,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/12/700040350230220831003.html,69.8万円,89.8万円,8.0万km,0,0,車検整備付,2014,660,4,2WD,ガソリン,5D,インパネAT,0,シルバー,604,−,−,−,3395x1475x1775mm,950,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,−,−,0,1,4,4,無し
336,ダイハツ,キャスト,https://www.goo-net.com/usedcar/spread/goo/13/939022010700504913001.html,93.5万円,100.3万円,3.0万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,ファイアークォーツレッドＭ,975,−,−,−,3395x1475x1600mm,840,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.0km/リットル,−,1,1,4,4,無し
337,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/11/700090234530211213003.html,79.9万円,92万円,7.3万km,0,0,車検整備付,2014,660,4,4WD,ガソリン,5D,CVT,0,プレミアムブルームーンパール,484,−,−,−,3395x1475x1675mm,870,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,26.0km/リットル,−,1,1,4,4,無し
338,スズキ,ＭＲワゴン,https://www.goo-net.com/usedcar/spread/goo/11/700990017930220926001.html,69.8万円,79.8万円,5.9万km,0,0,2023年10月,2013,660,4,4WD,ガソリン,5D,インパネAT,0,パープル,406,−,−,−,3395x1475x1625mm,860,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,21.0km/リットル,23.0km/リットル,0,0,4,4,無し
339,三菱,ｅＫクロススペース,https://www.goo-net.com/usedcar/spread/goo/12/907022082000400101002.html,152万円,158万円,3.2万km,0,1,2024年2月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,1,ガンメタリック,972,寒冷地仕様,−,−,3395x1475x1780mm,970,FF,無鉛レギュラーガソリン,64ps(47kW)/5600rpm,18.8km/リットル,23.8km/リットル,−,1,1,4,4,無し
340,スズキ,アルト,https://www.goo-net.com/usedcar/spread/goo/13/700054009430220805001.html,91.8万円,104万円,10km,1,0,2024年12月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,ブラウンパール,824,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,46ps(34kW)/6500rpm,25.2km/リットル,29.4km/リットル,−,1,1,5,5,無し
341,日産,ピノ,https://www.goo-net.com/usedcar/spread/goo/19/700080262430210224002.html,25万円,28万円,8.2万km,0,0,なし,2009,660,4,2WD,ガソリン,5D,3AT,0,マルーンブラウンＰ,60,−,−,−,3395x1475x1500mm,730,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,24.0km/リットル,0,1,3,3,無し
342,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/19/939022050900802580002.html,81万円,91万円,0.8万km,0,0,2024年3月,2021,660,4,2WD,ガソリン,5D,CVT,0,シャイニングホワイトパール,234,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,35.2km/リットル,−,1,1,5,4,無し
343,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/18/700130052630220310001.html,128万円,144万円,5.7万km,0,0,車検整備付,2011,660,4,4WD,ガソリン,3D,4AT,1,レッド,939,−,−,−,3395x1475x1680mm,980,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,16.4km/リットル,1,1,5,4,無し
344,スズキ,パレット,https://www.goo-net.com/usedcar/spread/goo/13/700050994930211125001.html,35.8万円,45.8万円,8.5万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,CVT,0,ライトゴールド,246,−,−,−,3395x1475x1735mm,930,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,20.2km/リットル,22.5km/リットル,0,1,3,4,無し
345,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/17/939022062801001405002.html,88.5万円,98.5万円,4.2万km,0,0,2023年11月,2018,660,4,2WD,ガソリン,5D,CVT,0,シルバー,665,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,5,5,無し
346,ダイハツ,ミラココア,https://www.goo-net.com/usedcar/spread/goo/15/700060119830220628001.html,59万円,72万円,7.6万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,CVT,0,ココアベージュマイカメタリック,501,−,−,−,3395x1475x1560mm,810,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,23.5km/リットル,1,1,4,4,無し
347,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/16/700071009630200805001.html,275万円,280万円,0.3万km,0,0,2023年7月,2018,660,4,4WD,ガソリン,3D,5MT,1,イエロー,284,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,1,5,5,無し
348,スズキ,Ｋｅｉ,https://www.goo-net.com/usedcar/spread/goo/13/700051066830220314001.html,10.8万円,20.3万円,6.2万km,0,0,車検整備付,2009,660,4,2WD,ガソリン,5D,4AT,0,シルキーシルバーメタリック,31,−,−,−,3395x1475x1545mm,760,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,22.5km/リットル,0,1,3,3,有 軽度
349,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/19/917022091600800232001.html,112万円,118.7万円,4.6万km,0,0,2024年5月,2017,660,4,2WD,ガソリン,5D,インパネAT,1,プレミアムホワイトパール,577,−,−,−,3395x1475x1655mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.0km/リットル,−,1,1,4,4,無し
350,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/917022092500540738002.html,129.8万円,140.2万円,2.8万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,インパネAT,1,ブリリアントスポーティブルーＭ,836,−,−,−,3395x1475x1545mm,870,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,23.6km/リットル,−,1,1,4,4,無し
351,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/13/917022090600503276002.html,133万円,140.2万円,1.7万km,0,0,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,ホライゾンシーブルーパール,31,−,−,−,3395x1475x1675mm,850,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,23.2km/リットル,29.0km/リットル,−,1,1,5,5,無し
352,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/15/700020059130201128001.html,59.5万円,--万円,5.8万km,0,1,なし,2014,660,4,2WD,ガソリン,5D,CVT,0,ルナグレーパールメタリック,941,−,−,−,3395x1475x1640mm,780,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,28.8km/リットル,−,1,0,4,4,無し
353,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/12/700040336430220218001.html,29.8万円,35万円,8.9万km,0,0,なし,2010,660,4,2WD,ガソリン,5D,CVT,0,ブラック,451,−,−,−,3395x1475x1510mm,790,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,22.5km/リットル,0,1,4,4,有 軽度
354,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/12/700040076530220807003.html,109.8万円,116.6万円,0.2万km,0,0,2025年3月,2022,660,4,2WD,ガソリン,5D,CVT,0,ベージュ,702,−,−,−,3395x1475x1525mm,650,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,29.6km/リットル,−,1,1,4,5,有 軽度
